name,test,d-sep,i-sep,saving,dSepTime,iSepTime
Munin,"I(R_MYOP_MYDY_DELT_MUDENS,R_DIFFN_LNL_ISCH_SALOSS,L_ULND5_DIFSLOW_EW)",8,4,50.00,0.007311105728149414,0.011254072189331055
Munin,"I(R_LNLW_ADM_MUSIZE,DIFFN_SEV,L_APB_SF_DENSITY)",20,1,5.00,0.007929801940917969,0.010982990264892578
Munin,"I(L_MED_RDLDDEL,R_LNLW_ULN_BLOCK,L_LNLC8_ADM_DE_REGEN)",103,11,10.68,0.034890174865722656,0.01841592788696289
Munin,"I(R_DIFFN_ISCH_BLOCK,L_LNLT1_LP_BE_APB_MALOSS,L_NMT_ADM_DENERV)",705,30,4.26,0.22411203384399414,0.08560514450073242
Munin,"I(R_MYAS_DE_REGEN_DELT_NMT,L_DIFFN_APB_MUDENS,L_DIFFN_ADM_NEUR_ACT)",743,56,7.54,0.24370098114013672,0.12880587577819824
Munin,"I(R_DIFFN_ULND5_BLOCK,R_APB_SF_DENSITY,L_DIFFN_LNLW_ULN_BLOCK_WA)",796,88,11.06,0.2547149658203125,0.13454699516296387
Munin,"I(R_ADM_MUDENS,R_LNLW_MEDD2_SALOSS_WD,L_DELT_SF_DENSITY)",767,59,7.69,0.25521397590637207,0.13244009017944336
Munin,"I(L_LNLC8_ADM_MALOSS,L_DIFFN_MEDD2_DISP,L_ULN_RD_EW)",21,1,4.76,0.010091066360473633,0.004495859146118164
Munin,"I(L_LNLT1_LP_APB_DENERV,R_APB_SPONT_NEUR_DISCH,R_LNLW_ADM_MALOSS)",11,4,36.36,0.011127233505249023,0.011642932891845703
Munin,"I(L_ULN_DCV_WA,R_NMT_ADM_DENERV,R_APB_QUAN_MUPAMP)",892,176,19.73,0.28981494903564453,0.19977092742919922
Munin,"I(L_MED_RDLDCV_EW,R_LNLE_ADM_DENERV,L_MEDD2_DISP_WD)",7,4,57.14,0.0045049190521240234,0.011255025863647461
Munin,"I(L_DIFFN_LNL_ISCH_SALOSS,R_LNLW_ADM_MUSIZE,R_LNL_DIFFN_APB_MUDENS)",713,26,3.65,0.22505903244018555,0.07311296463012695
Munin,"I(L_SUR_ALLAMP_CA,L_MYDY_ADM_DENERV,L_DELT_SF_DENSITY)",729,56,7.68,0.23440098762512207,0.08608412742614746
Munin,"I(L_LNLE_ADM_DE_REGEN,R_ULN_BLOCK_E,R_ULN_ALLCV_E)",123,9,7.32,0.04539012908935547,0.03786492347717285
Munin,"I(R_AXIL_AMP_E,L_ULND5_DISP_BEW,L_ADM_QUAL_MUPDUR)",818,178,21.76,0.2578392028808594,0.2094259262084961
Munin,"I(R_LNLW_ULND5_RD_WD,L_ULN_DCV_EW,L_DE_REGEN_APB_NMT)",5,1,20.00,0.010486125946044922,0.019489049911499023
Munin,"I(L_SUR_EFFAXLOSS,R_DELT_REPSTIM_POST_DECR,R_ULND5_DSLOW_WD)",799,124,15.52,0.2597970962524414,0.15268707275390625
Munin,"I(R_DELT_MVA_RECRUIT,L_MYOP_MYDY_DELT_DE_REGEN,R_MYAS_OTHER_ADM_MUDENS)",746,41,5.50,0.2307450771331787,0.07160091400146484
Munin,"I(R_DIFFN_AXIL_BLOCK,L_MYAS_APB_NMT,L_LNLBE_APB_DENERV)",709,12,1.69,0.22063207626342773,0.050024986267089844
Munin,"I(R_ULN_ALLCV_EW,L_DIFFN_LNLW_ADM_DE_REGEN,R_LNLE_ULND5_LD_E)",774,68,8.79,0.24066400527954102,0.11545205116271973
Munin,"I(R_SUR_DSLOW_CA,R_APB_REPSTIM_DECR,R_LNLT1_APB_DENERV)",818,120,14.67,0.27533698081970215,0.16016697883605957
Munin,"I(L_DELT_REPSTIM_CMAPAMP,R_LNLE_ULN_PATHO,R_MYOP_MYDY_DELT_MUSIZE)",803,131,16.31,0.2534329891204834,0.14194893836975098
Munin,"I(R_DIFFN_APB_DENERV,L_APB_QUAL_MUPPOLY,R_LNLC8_LP_E_ADM_NEUR_ACT)",839,147,17.52,0.29936695098876953,0.17888402938842773
Munin,"I(L_APB_DE_REGEN,R_LNLPC5_DELT_NEUR_ACT,R_MYDY_APB_DE_REGEN)",755,46,6.09,0.24745798110961914,0.13073086738586426
Munin,"I(R_ULN_LAT_WA,R_ULN_BLOCK_EW,L_LNLT1_LP_APB_MALOSS)",795,74,9.31,0.2644169330596924,0.11594104766845703
Munin,"I(R_APB_MUPSATEL,L_DIFFN_MED_DIFSLOW,R_ULND5_LD_E)",760,55,7.24,0.24188494682312012,0.11463689804077148
Munin,"I(R_LNLT1_LP_APB_MALOSS,L_ULND5_DISP_BED,L_APB_REPSTIM_FACILI)",20,4,20.00,0.014120101928710938,0.01922297477722168
Munin,"I(L_APB_EFFMUS,R_MUSCLE_ADM_MUDENS,L_LNLLP_APB_DENERV)",796,109,13.69,0.2610299587249756,0.14369702339172363
Munin,"I(R_DELT_DE_REGEN,L_APB_NEUR_ACT,R_MYOP_MYDY_ADM_DENERV)",794,78,9.82,0.25713300704956055,0.1349790096282959
Munin,"I(R_LNLBE_MED_DIFSLOW,R_DIFFN_ULND5_DISP,L_APB_TA_CONCL)",5,1,20.00,0.004564046859741211,0.021055936813354492
Munin,"I(R_AXIL_RD_ED,L_MYDY_APB_MUSIZE,L_LNLW_MEDD2_BLOCK_WD)",62,4,6.45,0.02428412437438965,0.007651090621948242
Munin,"I(L_MEDD2_DIFSLOW_EW,R_LNLW_APB_DENERV,R_DELT_MUSCLE_VOL)",711,27,3.80,0.22667598724365234,0.0815119743347168
Munin,"I(R_LNLE_ULN_TIME,L_DELT_QUAN_MUPAMP,R_APB_SPONT_INS_ACT)",57,1,1.75,0.03639411926269531,0.03755807876586914
Munin,"I(L_ULND5_BLOCK_EW,R_MYOP_MYDY_ADM_MUDENS,L_MYAS_DELT_NMT)",715,16,2.24,0.2262861728668213,0.062294960021972656
Munin,"I(R_SUR_LD_CA,R_LNLW_APB_NEUR_ACT,L_MEDD2_SALOSS)",4,1,25.00,0.002866983413696289,0.007156848907470703
Munin,"I(R_AXIL_LAT_ED,L_MYOP_APB_MUDENS,L_ULN_RD_EW)",747,44,5.89,0.23954200744628906,0.07095599174499512
Munin,"I(L_ADM_MVA_RECRUIT,L_DELT_SPONT_NEUR_DISCH,L_OTHER_ISCH_DIFSLOW)",864,95,11.00,0.2566800117492676,0.1533210277557373
Munin,"I(L_MUSCLE_APB_DENERV,R_DIFFN_ADM_MALOSS,R_DELT_MULOSS)",772,90,11.66,0.25599193572998047,0.1417219638824463
Munin,"I(R_SUR_LD_CA,L_MEDD2_ALLCV_WD,R_MEDD2_AMP_WD)",4,1,25.00,0.013025045394897461,0.02379584312438965
Munin,"I(L_LNLC8_ADM_MUSIZE,R_MYOP_DELT_MUDENS,R_LNLPC5_AXIL_DIFSLOW)",21,1,4.76,0.008356094360351562,0.0023469924926757812
Munin,"I(R_ULND5_LD_WD,R_LNLW_ULND5_LD_WD,L_DIFFN_ADM_MUDENS)",12,4,33.33,0.004589080810546875,0.00707697868347168
Munin,"I(L_LNLW_ADM_MUDENS,R_DELT_MUPDUR,R_DELT_REPSTIM_DECR)",5,1,20.00,0.018168926239013672,0.02632904052734375
Munin,"I(L_DIFFN_ISCH_SALOSS,R_OTHER_ADM_NEUR_ACT,R_LNL_DIFFN_ADM_MUDENS)",704,19,2.70,0.21981310844421387,0.07602190971374512
Munin,"I(L_MEDD2_LD_WD,L_MUSCLE_DELT_DE_REGEN,R_MYDY_DELT_DENERV)",104,10,9.62,0.039155006408691406,0.018519163131713867
Munin,"I(R_DIFFN_LNLW_ULND5_DISP_WD,L_APB_MUPINSTAB,R_LNLE_ULND5_LD_E)",809,103,12.73,0.25717902183532715,0.1403031349182129
Munin,"I(L_DIFFN_DELT_MUSIZE,R_ADM_MVA_RECRUIT,L_DIFFN_LNLW_ULN_BLOCK_WA)",809,94,11.62,0.25189709663391113,0.14333105087280273
Munin,"I(L_LNL_ISCH_PATHO,DIFFN_SEV,L_LNLT1_LP_APB_MALOSS)",10,1,10.00,0.0043010711669921875,0.0029129981994628906
Munin,"I(L_MYDY_ADM_DE_REGEN,R_MEDD2_RD_EW,R_LNL_DIFFN_ULND5_SALOSS)",36,1,2.78,0.013277053833007812,0.010151147842407227
Munin,"I(L_MEDD2_LD_WD,R_APB_NEUR_ACT,L_LNLBE_APB_MUDENS)",104,10,9.62,0.04049396514892578,0.022408008575439453
Munin,"I(L_MYOP_ADM_DENERV,L_LNLC8_LP_E_ADM_MUDENS,L_ULND5_ALLCV_EW)",7,1,14.29,0.005615949630737305,0.012546062469482422
Munin,"I(R_DIFFN_LNL_ISCH_SALOSS,R_LNL_ISCH_SEV,L_LNLW_ULN_BLOCK)",713,19,2.66,0.22003483772277832,0.0579068660736084
Munin,"I(L_SUR_DSLOW_CA,R_SUR_ALLCV_CA,R_ULN_RDLDCV_E)",765,85,11.11,0.2374110221862793,0.09170103073120117
Munin,"I(L_LNLT1_LP_APB_MALOSS,L_LNLC8_ADM_MUDENS,L_MYOP_ADM_DENERV)",20,4,20.00,0.008317947387695312,0.00713801383972168
Munin,"I(L_LNLC8_ADM_MUDENS,L_OTHER_ADM_DE_REGEN,L_DELT_MUSCLE_VOL)",6,1,16.67,0.0037980079650878906,0.012001991271972656
Munin,"I(R_APB_QUAN_MUPPOLY,L_LNLT1_LP_APB_MALOSS,R_MYOP_DELT_MUDENS)",793,109,13.75,0.25583815574645996,0.15341806411743164
Munin,"I(R_LNL_ISCH_SEV,R_MEDD2_DSLOW_EW,R_SUR_CV_CA)",10,7,70.00,0.010627031326293945,0.017815113067626953
Munin,"I(L_AXIL_AMP_E,R_ULND5_ALLAMP_WD,L_AXIL_BLOCK_ED)",907,210,23.15,0.2895951271057129,0.21564292907714844
Munin,"I(R_OTHER_ULND5_RD,R_MEDD2_AMP_WD,R_LNLE_ADM_DE_REGEN)",9,1,11.11,0.017283916473388672,0.014082193374633789
Munin,"I(R_ULND5_DIFSLOW_EW,L_LNLW_ADM_DENERV,R_MUSCLE_ADM_MUSIZE)",715,16,2.24,0.21802711486816406,0.05611896514892578
Munin,"I(L_DIFFN_LNLW_APB_MUDENS,R_APB_SPONT_DENERV_ACT,R_LNLC8_LP_E_ADM_DENERV)",874,161,18.42,0.2928469181060791,0.1768360137939453
Munin,"I(R_LNLLP_APB_MUSIZE,L_LNLC8_LP_E_ADM_MUSIZE,L_DELT_SPONT_HF_DISCH)",21,1,4.76,0.010780096054077148,0.02059006690979004
Munin,"I(L_APB_MUPSATEL,R_MUSCLE_DELT_MUDENS,R_DIFFN_DELT_MALOSS)",756,51,6.75,0.2368488311767578,0.12124204635620117
Munin,"I(L_DIFFN_LNLW_APB_NEUR_ACT,R_ULND5_BLOCK_WD,R_LNLE_ULND5_DIFSLOW)",795,44,5.53,0.2499401569366455,0.11649584770202637
Munin,"I(L_LNLLP_APB_DENERV,R_LNLE_ULN_SEV,R_LNLE_ULND5_BLOCK_E)",8,1,12.50,0.003487110137939453,0.0028579235076904297
Munin,"I(L_ULN_BLOCK_WA,L_DIFFN_ISCH_SALOSS,L_DIFFN_ADM_NEUR_ACT)",721,36,4.99,0.23367094993591309,0.09157299995422363
Munin,"I(L_MYDY_DELT_DE_REGEN,DIFFN_DUMMY_3,R_DELT_FORCE)",36,1,2.78,0.017865896224975586,0.028693199157714844
Munin,"I(L_DIFFN_ULND5_BLOCK,L_SUR_DISP_CA,L_DELT_MUSIZE)",719,33,4.59,0.22986698150634766,0.07372593879699707
Munin,"I(R_ULN_LAT_WA,R_DELT_MVA_RECRUIT,L_LNL_DIFFN_APB_DE_REGEN)",837,114,13.62,0.280364990234375,0.14844989776611328
Munin,"I(R_MYAS_ADM_NMT,R_MYOP_APB_DENERV,L_LNLE_ULND5_SALOSS)",30,1,3.33,0.011083126068115234,0.0027239322662353516
Munin,"I(R_DIFFN_LNLW_ADM_NEUR_ACT,L_DIFFN_DELT_MUSIZE,R_DIFFN_MEDD2_BLOCK)",691,31,4.49,0.21943402290344238,0.10610604286193848
Munin,"I(R_LNL_DIFFN_ADM_MUDENS,R_MUSCLE_ADM_MUSIZE,L_ULN_CV_EW)",754,48,6.37,0.2341771125793457,0.11941909790039062
Munin,"I(R_DELT_QUAL_MUPDUR,L_LNLT1_APB_MUSIZE,R_LNLT1_LP_BE_APB_DENERV)",782,102,13.04,0.23782682418823242,0.11897778511047363
Munin,"I(L_MYOP_DELT_MUDENS,R_DELT_SPONT_HF_DISCH,R_ULN_LD_WA)",5,1,20.00,0.018175840377807617,0.0213010311126709
Munin,"I(R_LNLT1_APB_NEUR_ACT,L_ADM_QUAN_MUPPOLY,L_MUSCLE_DELT_DE_REGEN)",5,1,20.00,0.025143861770629883,0.025068044662475586
Munin,"I(R_DIFFN_AXIL_DIFSLOW,R_LNLC8_ADM_MUDENS,DIFFN_DUMMY_3)",709,17,2.40,0.21701788902282715,0.05672883987426758
Munin,"I(R_LNLW_ULN_BLOCK,L_DIFFN_LNLW_APB_MUSIZE,L_MYOP_MYDY_APB_MUSIZE)",9,1,11.11,0.010786056518554688,0.007175922393798828
Munin,"I(L_ADM_REPSTIM_FACILI,L_AXIL_DCV,R_APB_QUAL_MUPAMP)",829,147,17.73,0.27451300621032715,0.18471980094909668
Munin,"I(R_DIFFN_APB_NEUR_ACT,L_MYOP_APB_MUSIZE,L_OTHER_ADM_NEUR_ACT)",684,12,1.75,0.20963716506958008,0.05956697463989258
Munin,"I(L_DIFFN_ULND5_DIFSLOW,L_APB_MULOSS,L_LNLC8_LP_ADM_MUDENS)",780,70,8.97,0.24201703071594238,0.1198720932006836
Munin,"I(L_LNLC8_ADM_DENERV,L_MED_AMP_WA,L_APB_QUAL_MUPPOLY)",8,1,12.50,0.03439784049987793,0.0571291446685791
Munin,"I(R_APB_TA_CONCL,R_DELT_MULOSS,R_DELT_SF_DENSITY)",840,158,18.81,0.27437520027160645,0.1861269474029541
Munin,"I(R_LNLLP_APB_MALOSS,L_MEDD2_DISP_EWD,L_APB_MUPDUR)",17,1,5.88,0.011641979217529297,0.025150060653686523
Munin,"I(R_LNLT1_APB_MUSIZE,R_LNLBE_APB_DE_REGEN,R_APB_MUDENS)",21,1,4.76,0.00845193862915039,0.01040506362915039
Munin,"I(L_MEDD2_SALOSS,R_SUR_EFFAXLOSS,R_MED_RD_EW)",768,64,8.33,0.24425506591796875,0.08606410026550293
Munin,"I(L_LNLPC5_AXIL_SEV,L_LNL_DIFFN_ULND5_SALOSS,L_OTHER_NMT_DELT_DENERV)",60,15,25.00,0.025867938995361328,0.026403188705444336
Munin,"I(R_MED_AMPR_EW,L_MED_DCV_EW,L_DELT_FORCE)",786,115,14.63,0.3055241107940674,0.17170190811157227
Munin,"I(L_LNL_DIFFN_ADM_MUSIZE,R_DIFFN_ISCH_BLOCK,L_ADM_DENERV)",760,77,10.13,0.23412799835205078,0.15125799179077148
Munin,"I(R_DELT_MUSIZE,R_ULN_DIFSLOW_EW,L_MYDY_APB_DENERV)",748,49,6.55,0.23271584510803223,0.11540508270263672
Munin,"I(R_LNLLP_APB_NEUR_ACT,R_LNL_ISCH_SEV,R_DIFFN_MEDD2_DIFSLOW)",5,1,20.00,0.0023479461669921875,0.004163026809692383
Munin,"I(L_MYAS_DELT_MUDENS,L_LNLC8_ADM_NEUR_ACT,L_ADM_QUAL_MUPDUR)",5,1,20.00,0.0024290084838867188,0.024384021759033203
Munin,"I(R_LNLE_ADM_DE_REGEN,L_LNLPC5_DELT_DENERV,R_MED_DCV_WA)",123,9,7.32,0.04357790946960449,0.02934122085571289
Munin,"I(L_APB_EFFMUS,L_NMT_DELT_DENERV,R_LNLE_ULN_TIME)",867,186,21.45,0.274216890335083,0.20273113250732422
Munin,"I(L_DIFFN_LNLW_APB_MUSIZE,R_LNLE_ADM_NEUR_ACT,L_ADM_TA_CONCL)",736,54,7.34,0.23138189315795898,0.12717485427856445
Munin,"I(L_DIFFN_ULN_BLOCK,R_APB_SPONT_NEUR_DISCH,L_ULN_ALLCV_EW)",775,70,9.03,0.23956608772277832,0.10927200317382812
Munin,"I(R_MYOP_MYDY_APB_DENERV,R_ULND5_CV_E,L_DIFFN_LNLW_MEDD2_SALOSS)",10,4,40.00,0.018948078155517578,0.02309393882751465
Munin,"I(R_SUR_EFFAXLOSS,R_APB_MUDENS,L_DIFFN_ADM_DE_REGEN)",805,102,12.67,0.2649509906768799,0.15027904510498047
Munin,"I(R_ADM_VOL_ACT,R_NMT_DELT_DENERV,R_APB_QUAL_MUPPOLY)",3,1,33.33,0.010215044021606445,0.036351919174194336
Munin,"I(L_ADM_QUAL_MUPDUR,L_DELT_REPSTIM_POST_DECR,L_LNLE_ADM_NEUR_ACT)",895,204,22.79,0.29747509956359863,0.21670198440551758
Munin,"I(L_MYOP_APB_MUSIZE,R_ULND5_DISP_BED,R_LNLW_APB_MUDENS)",19,1,5.26,0.01199197769165039,0.007651090621948242
Munin,"I(R_SUR_DIFSLOW_CA,L_MED_DCV_WA,L_MUSCLE_DELT_MUDENS)",784,76,9.69,0.25330281257629395,0.12382984161376953
Munin,"I(L_DELT_REPSTIM_CMAPAMP,L_DIFFN_DELT_DENERV,L_LNLBE_APB_DE_REGEN)",808,138,17.08,0.2618229389190674,0.14597797393798828
Munin,"I(L_ULN_RDLDCV_E,R_DE_REGEN_DELT_NMT,R_MYOP_MYDY_ADM_DENERV)",125,12,9.60,0.05172991752624512,0.02948307991027832
Munin,"I(L_MYOP_MYDY_ADM_DENERV,R_LNLW_ADM_MALOSS,R_DIFFN_ISCH_DIFSLOW)",10,4,40.00,0.004422187805175781,0.009022951126098633
Munin,"I(R_APB_MVA_AMP,R_MYOP_ADM_MUSIZE,R_ULND5_BLOCK_E)",797,117,14.68,0.2528679370880127,0.162492036819458
Munin,"I(R_OTHER_ULND5_SALOSS,L_MYOP_DELT_DENERV,L_LNLT1_APB_NEUR_ACT)",14,1,7.14,0.007175922393798828,0.0021059513092041016
Munin,"I(R_MYOP_ADM_DE_REGEN,R_APB_SF_DENSITY,R_APB_QUAN_MUPDUR)",36,1,2.78,0.02728104591369629,0.03152298927307129
Munin,"I(R_ADM_SPONT_INS_ACT,L_LNLW_ADM_NEUR_ACT,R_ADM_SF_DENSITY)",816,128,15.69,0.2672719955444336,0.1592719554901123
Munin,"I(R_ULN_RDLDCV_E,L_ADM_SF_DENSITY,R_APB_QUAN_MUPAMP)",125,12,9.60,0.05485391616821289,0.050076961517333984
Munin,"I(L_ADM_MUSCLE_VOL,R_ULN_LAT_WA,R_MEDD2_DISP_WD)",899,159,17.69,0.2953050136566162,0.19615817070007324
Munin,"I(L_MEDD2_DISP_EW,R_OTHER_DELT_NMT,L_AXIL_AMP_E)",712,59,8.29,0.2132418155670166,0.10278582572937012
Munin,"I(R_DIFFN_DELT_DE_REGEN,L_MYOP_MYDY_ADM_MUSIZE,L_SUR_EFFAXLOSS)",709,25,3.53,0.21659088134765625,0.08333921432495117
Munin,"I(R_ULND5_ALLCV_EW,R_MED_RD_EW,L_DIFFN_MEDD2_DISP)",775,53,6.84,0.23627400398254395,0.09151005744934082
Munin,"I(R_DELT_SPONT_NEUR_DISCH,L_LNLW_MEDD2_BLOCK_WD,R_MEDD2_LD_WD)",686,26,3.79,0.22760295867919922,0.04804515838623047
Munin,"I(L_APB_MVA_RECRUIT,R_LNLLP_ADM_MUDENS,R_MEDD2_DISP_EW)",761,57,7.49,0.23833203315734863,0.10297107696533203
Munin,"I(L_LNLW_APB_MALOSS,R_SUR_LD_CA,R_OTHER_ULND5_DISP)",99,7,7.07,0.03456997871398926,0.015111923217773438
Munin,"I(R_ULND5_LD_E,R_LNLPC5_DIFFN_DELT_DE_REGEN,R_ULND5_DIFSLOW_E)",129,14,10.85,0.048768043518066406,0.027605056762695312
Munin,"I(R_MEDD2_DSLOW_WD,R_DELT_SF_JITTER,L_SUR_CV_CA)",820,128,15.61,0.26263999938964844,0.15378808975219727
Munin,"I(R_OTHER_ULND5_DIFSLOW,L_APB_MUPAMP,R_APB_EFFMUS)",13,1,7.69,0.021940946578979492,0.035902976989746094
Munin,"I(R_NMT_APB_DENERV,L_ADM_REPSTIM_POST_DECR,L_DIFFN_ULN_BLOCK)",885,164,18.53,0.283735990524292,0.18207120895385742
Munin,"I(L_LNLE_ULND5_DISP_E,L_LNLBE_MEDD2_DISP_EW,L_LNLE_ADM_MUDENS)",122,9,7.38,0.043823957443237305,0.017815113067626953
Munin,"I(R_SUR_LD_CA,R_LNLW_MEDD2_SALOSS_WD,R_DIFFN_APB_MUDENS)",4,1,25.00,0.002763986587524414,0.005235910415649414
Munin,"I(L_MYAS_DE_REGEN_DELT_NMT,L_ULN_RD_EW,R_ADM_SPONT_HF_DISCH)",740,71,9.59,0.22919797897338867,0.13470911979675293
Munin,"I(L_ULND5_DSLOW_E,R_DELT_MULOSS,L_OTHER_DELT_MUSIZE)",806,92,11.41,0.2619340419769287,0.13052010536193848
Munin,"I(R_LNLW_ADM_MUDENS,L_MED_DIFSLOW_EW,R_LNLPC5_DIFFN_DELT_MUSIZE)",5,1,20.00,0.00602412223815918,0.009058952331542969
Munin,"I(R_DIFFN_DELT_NEUR_ACT,L_LNLE_DIFFN_ULND5_BLOCK_E,L_OTHER_ADM_NMT)",802,41,5.11,0.25043296813964844,0.10659503936767578
Munin,"I(L_LNLW_APB_DENERV,R_LNLE_ADM_MALOSS,L_LNLW_MEDD2_DISP_WD)",101,9,8.91,0.03551292419433594,0.020945072174072266
Munin,"I(L_OTHER_ISCH_DIFSLOW,R_APB_QUAL_MUPDUR,L_ADM_REPSTIM_CMAPAMP)",5,1,20.00,0.020338058471679688,0.05217885971069336
Munin,"I(L_DELT_MULOSS,R_ULND5_BLOCK_E,L_APB_MUDENS)",809,77,9.52,0.25057196617126465,0.13135385513305664
Munin,"I(R_MED_RD_EW,L_LNLLP_E_ULND5_SALOSS,R_MYDY_ADM_DE_REGEN)",4,1,25.00,0.003551006317138672,0.003576993942260742
Munin,"I(L_LNLE_ULND5_SALOSS,R_LNLC8_ADM_MUDENS,R_SUR_DSLOW_CA)",121,8,6.61,0.041239023208618164,0.02426290512084961
Munin,"I(L_MYDY_ADM_DENERV,L_DIFFN_ULND5_SALOSS,L_MYOP_MYDY_DELT_MUSIZE)",7,1,14.29,0.005298137664794922,0.004847049713134766
Munin,"I(L_ULN_DCV_EW,R_APB_SPONT_DENERV_ACT,R_OTHER_ULND5_BLOCK)",913,186,20.37,0.2924818992614746,0.18943500518798828
Munin,"I(R_DELT_SPONT_DENERV_ACT,R_DIFFN_LNLW_APB_MUSIZE,L_DIFFN_MEDD2_SALOSS)",818,128,15.65,0.31514811515808105,0.21491789817810059
Munin,"I(R_ULND5_CV_EW,L_LNLPC5_DIFFN_DELT_MALOSS,L_LNLT1_LP_APB_MALOSS)",804,76,9.45,0.2593510150909424,0.12964987754821777
Munin,"I(R_SUR_DIFSLOW_CA,DIFFN_M_SEV_PROX,R_LNL_DIFFN_ADM_MUSIZE)",691,29,4.20,0.2240769863128662,0.07894301414489746
Munin,"I(R_ULN_ALLCV_E,L_ADM_MUSIZE,R_DIFFN_LNLW_APB_MALOSS)",864,128,14.81,0.2905750274658203,0.1595749855041504
Munin,"I(L_DELT_FORCE,R_LNLPC5_DIFFN_DELT_MUSIZE,L_MYOP_DELT_MUDENS)",834,155,18.59,0.2627859115600586,0.15851879119873047
Munin,"I(L_MUSCLE_DELT_DENERV,L_MYAS_DELT_NMT,L_DELT_FORCE)",761,101,13.27,0.23735713958740234,0.12934207916259766
Munin,"I(L_LNLE_DIFFN_ULND5_BLOCK_E,L_ADM_REPSTIM_POST_DECR,L_DELT_VOL_ACT)",823,119,14.46,0.26155805587768555,0.15257596969604492
Munin,"I(R_DIFFN_DELT_MUSIZE,L_LNLW_ADM_DENERV,R_ADM_QUAL_MUPPOLY)",709,48,6.77,0.2213740348815918,0.10769891738891602
Munin,"I(L_MYOP_DELT_DE_REGEN,R_DIFFN_ULND5_DIFSLOW,L_DELT_QUAN_MUPDUR)",36,23,63.89,0.017469167709350586,0.03191184997558594
Munin,"I(L_LNL_DIFFN_ADM_MALOSS,L_DELT_EFFMUS,L_ULND5_AMPR_EW)",836,149,17.82,0.28476881980895996,0.18969202041625977
Munin,"I(L_LNLPC5_DELT_MUDENS,R_MYOP_DELT_MUSIZE,L_OTHER_ULND5_BLOCK)",68,7,10.29,0.023351192474365234,0.012295961380004883
Munin,"I(L_DIFFN_DELT_MUDENS,R_MYAS_OTHER_ADM_MUDENS,R_DIFFN_LNLW_ADM_NEUR_ACT)",709,18,2.54,0.22127485275268555,0.07104015350341797
Munin,"I(R_MYOP_MYDY_DELT_MUSIZE,L_LNLBE_APB_MUSIZE,L_OTHER_DELT_MUDENS)",23,4,17.39,0.009199142456054688,0.004861116409301758
Munin,"I(R_MYAS_ADM_MUDENS,L_LNLC8_LP_ADM_MUSIZE,L_LNLW_ADM_NEUR_ACT)",5,1,20.00,0.003331899642944336,0.003340005874633789
Munin,"I(L_SUR_CV_CA,L_MYOP_ADM_MUDENS,R_LNLE_ADM_MALOSS)",729,43,5.90,0.24146103858947754,0.07741498947143555
Munin,"I(R_ULND5_BLOCK_EW,L_ULND5_BLOCK_EW,L_LNLT1_LP_BE_APB_MUDENS)",729,30,4.12,0.22764205932617188,0.06636905670166016
Munin,"I(R_MED_AMPR_EW,L_DELT_MVA_AMP,L_ULN_AMPR_E)",815,142,17.42,0.26513004302978516,0.16188311576843262
Munin,"I(R_NMT_APB_DENERV,R_LNLC8_LP_ADM_MALOSS,L_DIFFN_ISCH_SALOSS)",767,69,9.00,0.23682308197021484,0.12589406967163086
Munin,"I(L_OTHER_ULND5_DISP,R_MYOP_DELT_DE_REGEN,R_ULND5_DISP_WD)",12,1,8.33,0.004537105560302734,0.006125926971435547
Munin,"I(L_ULND5_AMP_WD,L_APB_VOL_ACT,L_DIFFN_LNLW_ADM_MUSIZE)",795,74,9.31,0.2507040500640869,0.1162099838256836
Munin,"I(L_ULN_AMP_WA,L_ADM_NEUR_ACT,R_DELT_VOL_ACT)",883,210,23.78,0.28774499893188477,0.204240083694458
Munin,"I(R_ULND5_AMPR_E,R_MYAS_DELT_MUDENS,L_MEDD2_SALOSS)",767,64,8.34,0.2416219711303711,0.09850692749023438
Munin,"I(R_OTHER_DELT_MUSIZE,R_DIFFN_LNLW_MEDD2_DISP_WD,R_DIFFN_DELT_MUSIZE)",19,1,5.26,0.010941028594970703,0.010631084442138672
Munin,"I(R_ADM_MUDENS,R_APB_QUAL_MUPPOLY,L_MEDD2_SALOSS)",893,193,21.61,0.31363797187805176,0.21197009086608887
Munin,"I(L_LNLW_ULND5_DISP_WD,L_LNLPC5_DELT_DE_REGEN,L_LNLT1_LP_BE_APB_MUSIZE)",10,1,10.00,0.005167961120605469,0.004445075988769531
Munin,"I(L_SUR_DSLOW_CA,R_LNLLP_APB_MUSIZE,R_DIFFN_APB_DE_REGEN)",722,38,5.26,0.22346210479736328,0.07696700096130371
Munin,"I(R_DELT_QUAL_MUPPOLY,L_DELT_REPSTIM_POST_DECR,R_LNLPC5_DELT_MUDENS)",850,179,21.06,0.27587199211120605,0.16971707344055176
Munin,"I(R_DELT_NEUR_ACT,L_MYOP_MYDY_APB_DE_REGEN,L_OTHER_ULND5_LD)",685,25,3.65,0.22642087936401367,0.04803180694580078
Munin,"I(R_DIFFN_APB_MUSIZE,L_OTHER_ADM_MALOSS,R_LNLBE_APB_NEUR_ACT)",710,13,1.83,0.21913814544677734,0.07295989990234375
Munin,"I(R_LNLT1_LP_BE_APB_NEUR_ACT,L_DELT_DE_REGEN,L_APB_SPONT_NEUR_DISCH)",11,8,72.73,0.014045953750610352,0.0198519229888916
