name,test,inaugurals,d-sep,i-sep,saving,dSepTime,iSepTime
Munin,"I(L_LNLW_MEDD2_LD_WD,R_LNLW_MED_SEV,L_ADM_MUPINSTAB)",,102,9,8.82,0.034761905670166016,0.02827906608581543
Munin,"I(R_DELT_SF_DENSITY,L_DELT_REPSTIM_DECR,R_LNLW_ULN_BLOCK)",,813,117,14.39,0.260465145111084,0.1280360221862793
Munin,"I(R_LNLC8_LP_E_ADM_NEUR_ACT,L_ULND5_RD_WD,R_LNLC8_LP_ADM_MUDENS)",,115,11,9.57,0.041857004165649414,0.016702890396118164
Munin,"I(L_LNLBE_MEDD2_SALOSS_EW,L_LNLBE_APB_DE_REGEN,L_ADM_SPONT_NEUR_DISCH)",,11,1,9.09,0.004652976989746094,0.008852958679199219
Munin,"I(L_MED_LD_EW,L_DE_REGEN_ADM_NMT,R_DELT_MULOSS)",,4,1,25.00,0.011588096618652344,0.016902923583984375
Munin,"I(L_LNLW_ULND5_DISP_WD,L_APB_FORCE,R_MYOP_ADM_DE_REGEN)",,10,1,10.00,0.03293299674987793,0.030897140502929688
Munin,"I(L_LNLPC5_DELT_DE_REGEN,L_LNLT1_LP_APB_MUDENS,L_APB_QUAN_MUPDUR)",,68,7,10.29,0.024785995483398438,0.03170585632324219
Munin,"I(R_LNLT1_LP_APB_DE_REGEN,L_ADM_MUPAMP,R_OTHER_ULND5_DISP)",,38,4,10.53,0.03450298309326172,0.025485992431640625
Munin,"I(R_DELT_REPSTIM_FACILI,R_MYOP_MYDY_DELT_MUDENS,L_LNLE_ULN_PATHO)",,751,60,7.99,0.22891998291015625,0.09850406646728516
Munin,"I(L_MYOP_MYDY_ADM_DENERV,R_LNLE_ULND5_RD_E,L_OTHER_ULND5_BLOCK)",,10,4,40.00,0.004992008209228516,0.005503177642822266
Munin,"I(L_DIFFN_ULND5_DISP,R_LNLC8_ADM_MUDENS,DIFFN_DUMMY_3)",,708,14,1.98,0.21162891387939453,0.052884817123413086
Munin,"I(R_ULND5_BLOCK_EW,L_MYOP_MYDY_DELT_MUDENS,R_ULN_AMPR_EW)",,715,23,3.22,0.2114880084991455,0.07153177261352539
Munin,"I(L_NMT_ADM_DENERV,R_MEDD2_CV_EW,L_LNLT1_APB_DENERV)",,866,141,16.28,0.2747340202331543,0.18882393836975098
Munin,"I(L_LNLT1_LP_APB_NEUR_ACT,R_MUSCLE_APB_DENERV,R_MED_DCV_EW)",,8,4,50.00,0.014579057693481445,0.022616147994995117
Munin,"I(L_LNLW_ULND5_SALOSS,L_LNLE_ULN_TIME,L_LNLLP_APB_MALOSS)",,16,1,6.25,0.006298065185546875,0.0020799636840820312
Munin,"I(R_OTHER_DELT_DENERV,L_ULND5_BLOCK_E,L_ULN_DIFSLOW_WA)",,7,1,14.29,0.0075931549072265625,0.00972890853881836
Munin,"I(L_LNLBE_MEDD2_DIFSLOW_WD,L_OTHER_ADM_MUSIZE,L_MED_BLOCK_EW)",,5,1,20.00,0.002593994140625,0.005780935287475586
Munin,"I(R_MYDY_APB_DE_REGEN,R_APB_SPONT_DENERV_ACT,R_ULN_RDLDCV_E)",,839,148,17.64,0.2679171562194824,0.16038990020751953
Munin,"I(R_APB_VOL_ACT,L_DELT_REPSTIM_DECR,L_OTHER_ADM_NEUR_ACT)",,3,1,33.33,0.010424137115478516,0.010859012603759766
Munin,"I(R_DIFFN_APB_MALOSS,R_MEDD2_RD_WD,L_ULN_BLOCK_E)",,709,18,2.54,0.2092440128326416,0.0651400089263916
Munin,"I(R_MEDD2_EFFAXLOSS,L_MED_RDLDDEL,R_OTHER_ULND5_DISP)",,749,40,5.34,0.22642302513122559,0.08229494094848633
Munin,"I(R_LNLT1_LP_BE_APB_NEUR_ACT,L_LNLW_ULND5_DISP_WD,L_APB_MVA_AMP)",,11,8,72.73,0.005392789840698242,0.024691104888916016
Munin,"I(L_DELT_SF_JITTER,L_LNLT1_APB_DE_REGEN,L_APB_REPSTIM_CMAPAMP)",,751,104,13.85,0.22535395622253418,0.15906786918640137
Munin,"I(DIFFN_TYPE,L_LNLW_ULN_BLOCK,R_LNLE_ADM_MUSIZE)",,627,1,0.16,0.20627379417419434,0.0035848617553710938
Munin,"I(L_APB_QUAN_MUPDUR,R_MED_DCV_WA,R_AXIL_BLOCK_ED)",,872,173,19.84,0.2750239372253418,0.19178009033203125
Munin,"I(R_DIFFN_APB_MUSIZE,R_DELT_SPONT_NEUR_DISCH,R_APB_MVA_RECRUIT)",,746,56,7.51,0.2262730598449707,0.10812783241271973
Munin,"I(R_LNL_ISCH_PATHO,L_LNL_ISCH_PATHO,R_DELT_SF_DENSITY)",,10,1,10.00,0.0041620731353759766,0.009576797485351562
Munin,"I(R_DELT_DE_REGEN,L_LNLLP_E_ULND5_SALOSS,R_LNLE_ULN_PATHO)",,736,38,5.16,0.22355008125305176,0.08695602416992188
Munin,"I(L_OTHER_ULND5_DIFSLOW,R_ULN_BLOCK_EW,R_OTHER_DELT_NMT)",,13,1,7.69,0.007684946060180664,0.005399942398071289
Munin,"I(L_DIFFN_LNLW_ULND5_DISP_WD,R_ULND5_EFFAXLOSS,L_LNLPC5_DIFFN_DELT_DENERV)",,802,82,10.22,0.2493300437927246,0.11431598663330078
Munin,"I(L_MYDY_DELT_MUDENS,R_DIFFN_DELT_MUDENS,L_MED_AMP_WA)",,5,1,20.00,0.004953145980834961,0.03287482261657715
Munin,"I(L_AXIL_LAT_ED,R_LNLLP_APB_NEUR_ACT,L_OTHER_ULND5_LD)",,747,44,5.89,0.22112607955932617,0.06843304634094238
Munin,"I(L_LNLC8_ADM_MUSIZE,R_LNLC8_LP_ADM_NEUR_ACT,L_DELT_MUPAMP)",,21,1,4.76,0.009102821350097656,0.01720285415649414
Munin,"I(L_ULND5_ALLCV_WD,L_APB_TA_CONCL,L_MEDD2_LSLOW_EW)",,908,202,22.25,0.29676198959350586,0.22566795349121094
Munin,"I(L_APB_MUPDUR,L_LNLE_ADM_DE_REGEN,R_ADM_MUPAMP)",,799,142,17.77,0.2437739372253418,0.18631696701049805
Munin,"I(DIFFN_DUMMY_1,L_DELT_NEUR_ACT,R_DIFFN_APB_MALOSS)",,743,43,5.79,0.22297406196594238,0.08610916137695312
Munin,"I(R_APB_NMT,L_LNLW_ULND5_BLOCK_WD,L_APB_QUAN_MUPDUR)",,765,92,12.03,0.235198974609375,0.15179800987243652
Munin,"I(R_AXIL_BLOCK_ED,R_MUSCLE_DELT_DE_REGEN,L_LNLPC5_DELT_MUSIZE)",,712,16,2.25,0.21278882026672363,0.05214500427246094
Munin,"I(L_MUSCLE_APB_DENERV,L_LNLBE_MEDD2_BLOCK_EW,R_DIFFN_LNLW_ULND5_SALOSS)",,773,77,9.96,0.2515289783477783,0.13673806190490723
Munin,"I(L_LNLW_ADM_MALOSS,L_DELT_QUAN_MUPDUR,R_APB_QUAN_MUPAMP)",,20,1,5.00,0.022789955139160156,0.03460693359375
Munin,"I(R_LNLW_ULND5_LD_WD,R_MYDY_DELT_DE_REGEN,L_MYOP_MYDY_DELT_MUSIZE)",,5,1,20.00,0.0024890899658203125,0.002866983413696289
Munin,"I(R_MYDY_APB_DENERV,L_APB_FORCE,L_DIFFN_LNLW_APB_NEUR_ACT)",,7,1,14.29,0.03244805335998535,0.03473997116088867
Munin,"I(R_MUSCLE_DELT_MUSIZE,L_ADM_REPSTIM_POST_DECR,L_ADM_NMT)",,26,8,30.77,0.021457910537719727,0.029284000396728516
Munin,"I(L_ULND5_DISP_WD,R_ADM_MUPSATEL,R_LNLC8_ADM_MUDENS)",,819,93,11.36,0.25447797775268555,0.1427919864654541
Munin,"I(R_APB_REPSTIM_POST_DECR,R_MEDD2_DISP_WD,L_SUR_CV_CA)",,786,101,12.85,0.24022197723388672,0.15448307991027832
Munin,"I(L_LNLPC5_DIFFN_DELT_NEUR_ACT,L_DELT_EFFMUS,R_LNL_DIFFN_APB_DE_REGEN)",,757,125,16.51,0.25366997718811035,0.13872194290161133
Munin,"I(L_ULND5_DIFSLOW_EW,R_OTHER_ADM_DENERV,L_ULND5_LSLOW_WD)",,715,16,2.24,0.21089386940002441,0.05928683280944824
Munin,"I(R_ULN_DIFSLOW_EW,L_DIFFN_DELT_MALOSS,L_LNLPC5_DIFFN_DELT_NEUR_ACT)",,717,27,3.77,0.21373391151428223,0.07919597625732422
Munin,"I(L_SUR_BLOCK_CA,L_DIFFN_LNLW_MEDD2_SALOSS,L_MED_RD_WA)",,752,39,5.19,0.22746515274047852,0.07471489906311035
Munin,"I(R_LNLT1_APB_MUSIZE,R_MED_RDLDDEL,L_ADM_QUAN_MUPDUR)",,21,1,4.76,0.009649038314819336,0.02432394027709961
Munin,"I(L_MED_ALLDEL_WA,L_LNLT1_APB_DENERV,L_MYOP_DELT_DE_REGEN)",,768,58,7.55,0.23279595375061035,0.09733200073242188
Munin,"I(L_SUR_LSLOW_CA,L_APB_QUAL_MUPDUR,L_ADM_SF_DENSITY)",,7,4,57.14,0.021007061004638672,0.03151202201843262
Munin,"I(R_LNL_DIFFN_ADM_NEUR_ACT,R_ULND5_DIFSLOW_E,R_LNLPC5_AXIL_SEV)",,837,62,7.41,0.23894786834716797,0.1285867691040039
Munin,"I(L_LNLPC5_DELT_NEUR_ACT,R_LNLPC5_DIFFN_DELT_MALOSS,L_APB_REPSTIM_FACILI)",,63,4,6.35,0.025710105895996094,0.021100997924804688
Munin,"I(L_LNLW_MED_PATHO,L_DIFFN_ADM_MUDENS,R_ADM_SF_DENSITY)",,93,4,4.30,0.03467202186584473,0.021832942962646484
Munin,"I(L_ADM_REPSTIM_CMAPAMP,R_LNLW_MEDD2_SALOSS_WD,L_SUR_DISP_CA)",,853,178,20.87,0.2696230411529541,0.20832395553588867
Munin,"I(L_MYAS_OTHER_DELT_MUDENS,R_ULND5_LD_WD,R_DIFFN_DELT_NEUR_ACT)",,8,4,50.00,0.004533052444458008,0.007703065872192383
Munin,"I(L_SUR_CV_CA,L_OTHER_AXIL_BLOCK,L_DIFFN_DELT_MUSIZE)",,729,48,6.58,0.22234606742858887,0.07937312126159668
Munin,"I(R_APB_MUPAMP,R_DIFFN_ULND5_DIFSLOW,L_ULND5_BLOCK_WD)",,798,126,15.79,0.26918697357177734,0.174454927444458
Munin,"I(L_ULN_AMPR_E,L_LNLE_ULND5_SALOSS,L_DIFFN_DELT_DE_REGEN)",,746,36,4.83,0.22466492652893066,0.08984708786010742
Munin,"I(R_OTHER_ADM_DENERV,L_ADM_SPONT_HF_DISCH,R_OTHER_ULND5_RD)",,7,1,14.29,0.023953914642333984,0.02263808250427246
Munin,"I(R_MEDD2_AMP_WD,R_DELT_REPSTIM_FACILI,L_DELT_SPONT_HF_DISCH)",,834,160,19.18,0.2742128372192383,0.23501181602478027
Munin,"I(L_LNLC8_LP_E_ADM_MUDENS,R_DIFFN_AXIL_DIFSLOW,R_ULND5_RD_WD)",,129,16,12.40,0.0737769603729248,0.039153099060058594
Munin,"I(R_MYAS_DE_REGEN_DELT_NMT,R_DIFFN_LNLW_APB_MUDENS,L_MYOP_DELT_MUSIZE)",,786,72,9.16,0.26765894889831543,0.1322479248046875
Munin,"I(L_ADM_ALLAMP_WA,L_LNLE_ULN_BLOCK,R_ADM_DENERV)",,852,198,23.24,0.26646995544433594,0.2255098819732666
Munin,"I(R_ADM_QUAL_MUPAMP,R_DIFFN_APB_DE_REGEN,R_ULND5_AMPR_EW)",,809,145,17.92,0.2544078826904297,0.1809101104736328
Munin,"I(L_MEDD2_CV_WD,L_APB_SF_DENSITY,L_MYOP_MYDY_ADM_MUDENS)",,816,123,15.07,0.2669048309326172,0.15457487106323242
Munin,"I(L_LNLW_ADM_MUDENS,L_LNLW_APB_DENERV,L_OTHER_ULND5_RD)",,5,1,20.00,0.0035431385040283203,0.0031359195709228516
Munin,"I(L_DIFFN_LNLW_APB_DENERV,L_ADM_MULOSS,L_DELT_MUDENS)",,827,99,11.97,0.2613708972930908,0.15384602546691895
Munin,"I(L_ULN_RD_WA,L_MYDY_ADM_DENERV,L_LNLPC5_DIFFN_DELT_DENERV)",,4,1,25.00,0.0020890235900878906,0.006608009338378906
Munin,"I(R_MEDD2_RD_EW,R_ULND5_LD_E,L_MUSCLE_ADM_DE_REGEN)",,7,3,42.86,0.004639148712158203,0.006651878356933594
Munin,"I(R_DIFFN_DELT_DE_REGEN,R_MUSCLE_DELT_MUSIZE,R_LNLT1_LP_BE_APB_MUSIZE)",,709,13,1.83,0.2124018669128418,0.06268787384033203
Munin,"I(L_DIFFN_ISCH_DISP,L_LNLW_MED_BLOCK,R_LNLPC5_DIFFN_DELT_DE_REGEN)",,706,18,2.55,0.21339178085327148,0.062256813049316406
Munin,"I(L_APB_MUPAMP,R_ADM_QUAN_MUPPOLY,R_SUR_BLOCK_CA)",,944,262,27.75,0.31821393966674805,0.2631700038909912
Munin,"I(R_APB_DENERV,L_LNLW_APB_DE_REGEN,L_APB_MUPAMP)",,796,134,16.83,0.24882197380065918,0.18247103691101074
Munin,"I(R_ULND5_ALLCV_EW,R_LNLPC5_AXIL_PATHO,R_ADM_QUAN_MUPDUR)",,775,90,11.61,0.23459577560424805,0.1411440372467041
Munin,"I(L_LNLPC5_DIFFN_DELT_NEUR_ACT,L_LNLE_ULN_DIFSLOW,DIFFN_M_SEV_PROX)",,682,19,2.79,0.22119879722595215,0.04304385185241699
Munin,"I(L_LNLW_ULND5_BLOCK_WD,R_LNLW_ULND5_LD_WD,R_ULND5_BLOCK_E)",,6,1,16.67,0.002868175506591797,0.006513833999633789
Munin,"I(L_ULN_LD_WA,L_SUR_LD_CA,L_DIFFN_APB_MUSIZE)",,4,1,25.00,0.0021131038665771484,0.004594087600708008
Munin,"I(L_APB_QUAL_MUPPOLY,L_OTHER_ULN_BLOCK_WA,R_ULND5_BLOCK_EW)",,794,116,14.61,0.24756908416748047,0.16933703422546387
Munin,"I(R_ULND5_DISP_EED,L_ULN_DIFSLOW_WA,L_MEDD2_DISP_EWD)",,811,77,9.49,0.24605703353881836,0.13274002075195312
Munin,"I(L_OTHER_DELT_NEUR_ACT,L_LNLBE_MEDD2_SALOSS_EW,L_LNLW_ADM_DENERV)",,3,1,33.33,0.0017428398132324219,0.0020911693572998047
Munin,"I(R_ADM_MUPAMP,R_LNLC8_ADM_MALOSS,L_AXIL_DEL)",,820,137,16.71,0.2615180015563965,0.17961502075195312
Munin,"I(R_MYOP_MYDY_ADM_MUSIZE,L_DIFFN_LNLW_ADM_DENERV,R_APB_DE_REGEN)",,23,4,17.39,0.012532949447631836,0.01674509048461914
Munin,"I(R_MEDD2_ALLAMP_WD,L_LNL_DIFFN_ADM_MALOSS,L_ULND5_AMPR_E)",,825,117,14.18,0.25811004638671875,0.16003990173339844
Munin,"I(R_LNLE_ADM_DE_REGEN,R_DIFFN_LNLW_ADM_DENERV,L_LNL_DIFFN_APB_MUSIZE)",,123,9,7.32,0.04558610916137695,0.03062891960144043
Munin,"I(R_MYDY_DELT_DE_REGEN,L_DIFFN_MED_DIFSLOW,R_APB_SPONT_INS_ACT)",,36,1,2.78,0.015180110931396484,0.022825002670288086
Munin,"I(L_LNLW_ULND5_LD_WD,L_ULND5_LD_E,L_MUSCLE_ADM_DENERV)",,5,1,20.00,0.0038750171661376953,0.016999006271362305
Munin,"I(L_LNLW_APB_MUSIZE,R_MYAS_DE_REGEN_DELT_NMT,R_LNLT1_LP_APB_MUSIZE)",,98,8,8.16,0.04242682456970215,0.026714086532592773
Munin,"I(L_APB_REPSTIM_POST_DECR,R_MUSCLE_DELT_MUDENS,L_MEDD2_RD_EW)",,766,64,8.36,0.23852801322937012,0.12034416198730469
Munin,"I(R_DIFFN_APB_DE_REGEN,L_DELT_MUPAMP,R_MYOP_APB_MUSIZE)",,810,128,15.80,0.2606010437011719,0.1528010368347168
Munin,"I(R_ULND5_DISP_E,R_APB_SPONT_NEUR_DISCH,R_LNLE_ULND5_DISP_E)",,859,75,8.73,0.2493748664855957,0.1381077766418457
Munin,"I(L_ULN_ALLDEL_WA,L_MYDY_ADM_MUDENS,R_LNLC8_ADM_MUSIZE)",,785,62,7.90,0.23958301544189453,0.10204315185546875
Munin,"I(L_MYOP_APB_MUDENS,R_LNLW_ULN_BLOCK,R_ULN_CV_EW)",,5,1,20.00,0.002465963363647461,0.012485027313232422
Munin,"I(L_DELT_REPSTIM_POST_DECR,DIFFN_S_SEV_DIST,L_MUSCLE_DELT_DENERV)",,730,69,9.45,0.22947096824645996,0.10589814186096191
Munin,"I(R_LNLW_ADM_DE_REGEN,R_ULND5_DSLOW_EW,R_ULND5_AMPR_E)",,36,1,2.78,0.022986888885498047,0.023864030838012695
Munin,"I(L_ULN_DIFSLOW_E,R_LNLBE_APB_MUDENS,R_AXIL_RD_ED)",,740,23,3.11,0.22168421745300293,0.0745398998260498
Munin,"I(R_LNLBE_MEDD2_DIFSLOW_WD,L_LNLT1_LP_APB_MALOSS,L_MYDY_APB_DENERV)",,5,1,20.00,0.003268003463745117,0.0028121471405029297
Munin,"I(R_MED_BLOCK_EW,L_LNL_ISCH_SALOSS_CA,L_MED_RD_EW)",,714,18,2.52,0.21668577194213867,0.06342601776123047
Munin,"I(R_ADM_QUAN_MUPPOLY,R_DELT_MUPAMP,L_DIFFN_APB_MUSIZE)",,913,242,26.51,0.3185279369354248,0.2516160011291504
Munin,"I(L_APB_SPONT_HF_DISCH,R_LNL_DIFFN_ADM_MUSIZE,L_LNLC8_LP_E_ADM_DENERV)",,869,148,17.03,0.2717161178588867,0.17560410499572754
Munin,"I(R_LNLW_APB_MUDENS,R_LNLPC5_DIFFN_DELT_MUDENS,DIFFN_TYPE)",,101,8,7.92,0.0398869514465332,0.022646188735961914
Munin,"I(DIFFN_DUMMY_3,L_ULND5_DSLOW_E,L_MED_DIFSLOW_WA)",,814,82,10.07,0.24512600898742676,0.12545108795166016
Munin,"I(R_ADM_DENERV,L_MYOP_MYDY_APB_DE_REGEN,R_ADM_DE_REGEN)",,815,119,14.60,0.25069403648376465,0.16157102584838867
Munin,"I(L_LNLLP_ADM_NEUR_ACT,R_ULND5_LSLOW_WD,L_LNLT1_APB_NEUR_ACT)",,6,1,16.67,0.004921913146972656,0.0043299198150634766
Munin,"I(L_AXIL_DCV,R_LNLE_ADM_DE_REGEN,R_LNLW_MEDD2_BLOCK_WD)",,735,35,4.76,0.24537897109985352,0.07096290588378906
Munin,"I(R_SUR_ALLCV_CA,R_ULN_DCV_E,R_OTHER_ADM_NEUR_ACT)",,824,107,12.99,0.2599658966064453,0.14176321029663086
Munin,"I(R_OTHER_ULND5_DIFSLOW,L_DIFFN_LNLW_ADM_MUDENS,R_LNLT1_APB_DE_REGEN)",,13,1,7.69,0.008656978607177734,0.0060710906982421875
Munin,"I(L_MYDY_APB_DE_REGEN,R_DELT_DE_REGEN,L_DIFFN_ISCH_BLOCK)",,33,1,3.03,0.01871490478515625,0.010709047317504883
Munin,"I(L_LNLE_ULND5_RD_E,R_ADM_FORCE,L_DIFFN_ADM_DENERV)",,116,6,5.17,0.06940913200378418,0.04652810096740723
Munin,"I(L_LNLC8_LP_ADM_MUDENS,R_MED_DIFSLOW_EW,R_MEDD2_DISP_WD)",,9,4,44.44,0.006989955902099609,0.01179814338684082
Munin,"I(L_AXIL_DIFSLOW_ED,R_LNLE_ADM_MUDENS,L_ULN_AMPR_E)",,720,27,3.75,0.22055602073669434,0.07122087478637695
Munin,"I(L_OTHER_ISCH_BLOCK,L_LNL_ISCH_SEV,R_LNLW_ULND5_SALOSS)",,5,1,20.00,0.0024340152740478516,0.0020711421966552734
Munin,"I(L_DELT_SPONT_NEUR_DISCH,L_DELT_MUSIZE,R_LNL_DIFFN_APB_MUDENS)",,730,76,10.41,0.23425507545471191,0.10684800148010254
Munin,"I(L_LNLBE_APB_MUDENS,L_ULND5_AMPR_E,R_ULND5_LD_WD)",,5,1,20.00,0.014124155044555664,0.014695882797241211
Munin,"I(L_ADM_MULOSS,R_MEDD2_LD_EW,R_DIFFN_LNLW_ADM_MUDENS)",,785,59,7.52,0.2337179183959961,0.11133909225463867
Munin,"I(R_LNLC8_LP_E_ADM_DE_REGEN,R_LNLC8_LP_ADM_MUDENS,R_DIFFN_ULND5_DISP)",,128,16,12.50,0.04708695411682129,0.02925586700439453
Munin,"I(R_LNLW_ADM_DENERV,R_OTHER_ULND5_LD,R_APB_SF_DENSITY)",,7,1,14.29,0.003192901611328125,0.010924100875854492
Munin,"I(L_DIFFN_MEDD2_BLOCK,L_MEDD2_ALLCV_EW,R_ADM_MUPINSTAB)",,787,90,11.44,0.24007701873779297,0.12315797805786133
Munin,"I(L_OTHER_ADM_NEUR_ACT,L_ADM_MUSIZE,R_DIFFN_DELT_MUSIZE)",,3,1,33.33,0.010280132293701172,0.013037919998168945
Munin,"I(L_ULND5_DISP_EED,L_ULN_BLOCK_EW,R_LNLW_MEDD2_BLOCK_WD)",,768,61,7.94,0.23343396186828613,0.11677694320678711
Munin,"I(R_ADM_REPSTIM_POST_DECR,R_DIFFN_AXIL_BLOCK,L_LNLW_APB_MUDENS)",,786,83,10.56,0.24874591827392578,0.1411421298980713
Munin,"I(L_APB_QUAL_MUPAMP,R_LNLLP_ADM_MUDENS,R_MED_BLOCK_EW)",,800,117,14.62,0.2503988742828369,0.15044116973876953
Munin,"I(L_DELT_SF_JITTER,L_LNLC8_LP_E_ADM_NEUR_ACT,L_MYAS_APB_NMT)",,751,60,7.99,0.23065805435180664,0.10032796859741211
Munin,"I(R_MYDY_ADM_DENERV,R_DELT_QUAL_MUPAMP,R_APB_NEUR_ACT)",,7,1,14.29,0.019268035888671875,0.02432394027709961
Munin,"I(DIFFN_TYPE,L_LNL_DIFFN_APB_DENERV,L_DELT_MALOSS)",,776,60,7.73,0.23943209648132324,0.11059999465942383
Munin,"I(R_DIFFN_AXIL_DIFSLOW,R_ULND5_DISP_BED,L_ULND5_AMPR_EW)",,734,53,7.22,0.2398970127105713,0.1070699691772461
Munin,"I(R_ULN_LD_EW,R_LNLW_ADM_NEUR_ACT,L_LNLW_MEDD2_BLOCK_WD)",,122,8,6.56,0.04217386245727539,0.01994919776916504
Munin,"I(R_OTHER_ADM_DE_REGEN,L_APB_REPSTIM_CMAPAMP,R_MYOP_MYDY_DELT_DE_REGEN)",,35,1,2.86,0.04200387001037598,0.0316472053527832
Munin,"I(L_LNLLP_ULND5_SALOSS,L_ULND5_AMPR_E,L_ULND5_BLOCK_E)",,16,1,6.25,0.018034934997558594,0.018943071365356445
Munin,"I(L_LNLBE_MED_BLOCK,L_DIFFN_LNLW_ADM_MALOSS,R_APB_TA_CONCL)",,3,1,33.33,0.004585981369018555,0.023101806640625
Munin,"I(R_MYOP_MYDY_ADM_MUDENS,L_LNLE_ADM_MUDENS,R_MED_DIFSLOW_EW)",,8,4,50.00,0.005029201507568359,0.008414983749389648
Munin,"I(L_DIFFN_LNLW_ADM_DENERV,R_LNLT1_APB_NEUR_ACT,R_MYOP_ADM_MUDENS)",,716,17,2.37,0.21706414222717285,0.0757908821105957
Munin,"I(DIFFN_DUMMY_3,R_DIFFN_LNLW_APB_MUSIZE,L_ULND5_DIFSLOW_WD)",,757,47,6.21,0.23325800895690918,0.12840604782104492
Munin,"I(L_OTHER_DELT_MUSIZE,L_MYOP_ADM_DE_REGEN,R_ADM_MUPSATEL)",,19,1,5.26,0.0075299739837646484,0.010908126831054688
Munin,"I(DIFFN_M_SEV_DIST,L_DIFFN_LNLW_APB_DE_REGEN,L_MEDD2_DIFSLOW_WD)",,701,41,5.85,0.22348904609680176,0.10338711738586426
Munin,"I(R_ULN_ALLDEL_WA,R_AXIL_AMP_E,L_ULND5_ALLCV_EW)",,910,231,25.38,0.30429601669311523,0.2460620403289795
Munin,"I(R_ADM_MUSCLE_VOL,L_DIFFN_ADM_DENERV,R_MYOP_MYDY_DELT_DENERV)",,791,82,10.37,0.24508905410766602,0.12810492515563965
Munin,"I(L_DELT_MULOSS,L_ULN_RD_EW,R_ULND5_ALLAMP_WD)",,744,58,7.80,0.2225019931793213,0.095458984375
Munin,"I(R_AXIL_DIFSLOW_ED,R_ULN_DCV_WA,L_SUR_ALLCV_CA)",,815,96,11.78,0.25461506843566895,0.14156508445739746
Munin,"I(R_ULN_LAT_WA,R_DELT_REPSTIM_DECR,L_LNLE_ULND5_BLOCK_E)",,861,141,16.38,0.2647569179534912,0.17804813385009766
Munin,"I(L_DIFFN_ADM_DE_REGEN,L_LNLW_MEDD2_LD_WD,R_DIFFN_DELT_DENERV)",,713,17,2.38,0.21205997467041016,0.07863402366638184
Munin,"I(L_LNLC8_ADM_MALOSS,L_ULND5_SALOSS,L_DELT_FORCE)",,21,1,4.76,0.014081954956054688,0.032978057861328125
Munin,"I(L_ULN_DIFSLOW_E,R_LNLC8_ADM_NEUR_ACT,L_DIFFN_LNLW_ULND5_DISP_WD)",,740,29,3.92,0.2241370677947998,0.08564305305480957
Munin,"I(L_MEDD2_LD_EW,L_APB_REPSTIM_POST_DECR,R_ULN_RD_EW)",,7,3,42.86,0.012331008911132812,0.01365518569946289
Munin,"I(R_LNLC8_ADM_MUSIZE,L_MYOP_MYDY_DELT_DE_REGEN,R_MEDD2_CV_WD)",,21,1,4.76,0.008800029754638672,0.013662099838256836
Munin,"I(L_LNLW_MEDD2_DISP_WD,L_LNLW_MEDD2_RD_WD,R_DIFFN_MED_DIFSLOW)",,101,7,6.93,0.034147024154663086,0.016575098037719727
Munin,"I(R_ULN_BLOCK_WA,R_LNLC8_ADM_DE_REGEN,L_LNLPC5_DIFFN_DELT_MUSIZE)",,718,28,3.90,0.21367716789245605,0.07900404930114746
Munin,"I(R_ULN_ALLDEL_WA,R_ADM_SPONT_HF_DISCH,L_LNLC8_LP_ADM_DENERV)",,901,209,23.20,0.2932469844818115,0.19448494911193848
Munin,"I(R_MYOP_MYDY_APB_MUDENS,L_MUSCLE_DELT_DE_REGEN,L_APB_QUAN_MUPDUR)",,8,4,50.00,0.00527191162109375,0.023418188095092773
Munin,"I(R_DELT_QUAN_MUPAMP,L_LNLW_ULND5_DISP_WD,L_ULN_RDLDCV_E)",,782,102,13.04,0.23636698722839355,0.12469792366027832
Munin,"I(L_LNLPC5_DIFFN_DELT_MALOSS,R_LNL_DIFFN_APB_DENERV,L_ADM_MUDENS)",,789,74,9.38,0.24267792701721191,0.13636112213134766
Munin,"I(R_OTHER_ULND5_LD,L_LNLW_ULN_BLOCK,R_OTHER_AXIL_BLOCK)",,9,1,11.11,0.004500150680541992,0.0024759769439697266
Munin,"I(R_DIFFN_AXIL_DIFSLOW,R_ULN_DCV_WA,L_MED_DIFSLOW_EW)",,804,79,9.83,0.24715900421142578,0.11743307113647461
Munin,"I(L_LNLE_ULND5_DIFSLOW,L_LNLLP_ADM_MUDENS,L_LNLBE_MEDD2_LD_EW)",,117,6,5.13,0.039032936096191406,0.012947797775268555
Munin,"I(R_LNLT1_LP_APB_MUSIZE,L_LNLW_ADM_MUSIZE,L_MYDY_ADM_MUSIZE)",,24,4,16.67,0.009432077407836914,0.005032062530517578
Munin,"I(R_ULN_RD_EW,R_LNLE_ULN_TIME,L_LNLBE_MEDD2_SALOSS_EW)",,116,6,5.17,0.039433956146240234,0.01483297348022461
Munin,"I(R_OTHER_ADM_MALOSS,L_MYOP_MYDY_DELT_MUSIZE,L_LNLE_DIFFN_ULND5_DISP_E)",,18,1,5.56,0.00793004035949707,0.006502866744995117
Munin,"I(L_ADM_SPONT_INS_ACT,R_LNLW_MEDD2_DISP_WD,L_LNLPC5_DIFFN_DELT_MUSIZE)",,816,125,15.32,0.26753807067871094,0.1592710018157959
Munin,"I(R_LNLW_APB_MUDENS,L_APB_NEUR_ACT,R_LNLPC5_AXIL_SEV)",,101,8,7.92,0.04102897644042969,0.024303913116455078
