name,test,inaugurals,d-sep,i-sep,saving,dSepTime,iSepTime
Andes,"I(CONSTANT5,NORMAL52,GOAL_111)",,125,42,33.60,0.009891986846923828,0.027451038360595703
Andes,"I(TRY13,GOAL_69,SNode_24)",,212,91,42.92,0.023934125900268555,0.017857074737548828
Andes,"I(GOAL_2,SNode_17,GOAL_98)",,141,45,31.91,0.011132001876831055,0.04279804229736328
Andes,"I(RApp4,GOAL_146,SNode_119)",,502,417,83.07,0.07235908508300781,0.14250588417053223
Andes,"I(SNode_118,SNode_54,SNode_74)",,398,286,71.86,0.04116201400756836,0.12499618530273438
Andes,"I(SNode_134,WEIGHT57,DEFINE23)",,388,287,73.97,0.03947806358337402,0.09859395027160645
Andes,"I(SUM75,SNode_44,GOAL_150)",,11,10,90.91,0.005700826644897461,0.09292817115783691
Andes,"I(IDENTIFY55,SNode_100,SNode_86)",,19,1,5.26,0.03722715377807617,0.05396890640258789
Andes,"I(STRAT_90,GOAL_150,GRAV78)",,8,1,12.50,0.0840139389038086,0.0843040943145752
Andes,"I(GOAL_66,SNode_65,SNode_102)",,291,190,65.29,0.03394198417663574,0.07951903343200684
Andes,"I(CHOOSE62,FIND49,VECTOR44)",,60,1,1.67,0.00775599479675293,0.0007882118225097656
Andes,"I(SNode_59,VECTOR70,SNode_42)",,178,42,23.60,0.01660299301147461,0.01197195053100586
Andes,"I(SNode_102,GOAL_108,GOAL_49)",,422,326,77.25,0.06318902969360352,0.08693099021911621
Andes,"I(CONSTANT5,SUM75,SNode_120)",,125,47,37.60,0.009979009628295898,0.032150983810424805
Andes,"I(SNode_8,GOAL_48,SNode_117)",,127,46,36.22,0.01314091682434082,0.03032708168029785
Andes,"I(GOAL_111,GOAL_113,GOAL_63)",,447,339,75.84,0.06760501861572266,0.12053608894348145
Andes,"I(RApp7,SNode_59,VECTOR69)",,378,268,70.90,0.04392695426940918,0.07232379913330078
Andes,"I(SNode_40,SNode_47,SNode_20)",,326,209,64.11,0.03214907646179199,0.06008791923522949
Andes,"I(TRY12,RApp1,APPLY77)",,144,5,3.47,0.011667013168334961,0.001811981201171875
Andes,"I(SNode_38,TRY15,SNode_156)",,321,205,63.86,0.03385019302368164,0.06859493255615234
Andes,"I(VECTOR27,SNode_33,GOAL_129)",,100,22,22.00,0.008565902709960938,0.02905106544494629
Andes,"I(GOAL_113,VECTOR27,TRY24)",,376,265,70.48,0.036218881607055664,0.05975604057312012
Andes,"I(SNode_128,SNode_136,SNode_106)",,481,381,79.21,0.07235503196716309,0.09728598594665527
Andes,"I(NULL48,SNode_88,SNode_154)",,2,1,50.00,0.03573799133300781,0.0579228401184082
Andes,"I(FIND58,WEIGHT56,TRY12)",,2,1,50.00,0.00039887428283691406,0.0005850791931152344
Andes,"I(CHOOSE62,RESOLVE42,STRAT_90)",,60,1,1.67,0.005316972732543945,0.0005500316619873047
Andes,"I(FORCE60,SNode_55,GIVEN21)",,63,1,1.59,0.007995128631591797,0.0030770301818847656
Andes,"I(SNode_20,NORMAL50,GOAL_103)",,75,7,9.33,0.006474971771240234,0.03084707260131836
Andes,"I(SNode_25,GOAL_143,NEED67)",,468,382,81.62,0.07502388954162598,0.0779879093170166
Andes,"I(SNode_43,WRITE63,GOAL_103)",,202,108,53.47,0.021006107330322266,0.048471927642822266
Andes,"I(CONSTANT5,GOAL66,GIVEN_1)",,125,1,0.80,0.010828018188476562,0.0007581710815429688
Andes,"I(SNode_13,AXIS33,RESOLVE37)",,5,1,20.00,0.0006749629974365234,0.000576019287109375
Andes,"I(GOAL_62,SNode_21,SNode_65)",,185,65,35.14,0.019903898239135742,0.021535158157348633
Andes,"I(GOAL_142,SNode_151,GOAL_121)",,533,483,90.62,0.14014792442321777,0.21214604377746582
Andes,"I(GOAL_153,RESOLVE40,SNode_5)",,370,261,70.54,0.03518199920654297,0.05886197090148926
