name,test,inaugurals,d-sep,i-sep,saving,dSepTime,iSepTime,
Water,"I(CBODD_12_15,CBODD_12_30,CBODN_12_45)",2,63,41,65.08,0.000662088,0.005985975,
Water,"I(CBODN_12_00,C_NI_12_45,CKNN_12_00)",6,18,1,5.56,0.000174999,0.006077051,
Water,"I(CKND_12_15,CKNN_12_00,CBODN_12_00)",5,34,9,26.47,0.000399828,0.008149862,
Water,"I(CBODD_12_00,CKND_12_15,CKNI_12_15)",5,19,1,5.26,0.000176907,0.005856037,
Water,"I(CNON_12_00,CKND_12_00,C_NI_12_00)",6,17,1,5.88,0.000148773,0.005875826,
Water,"I(CBODN_12_00,CKNI_12_45,C_NI_12_15)",6,18,1,5.56,0.000182152,0.005963802,
Water,"I(CNON_12_00,CKND_12_00,CBODN_12_00)",6,17,1,5.88,0.000149012,0.007567167,
Water,"I(CNON_12_30,CBODN_12_15,CBODD_12_30)",3,48,27,56.25,0.00062418,0.006774902,
Water,"I(CKNI_12_30,CBODN_12_15,CNOD_12_30)",4,27,10,37.04,0.000265121,0.005923986,
Water,"I(CNON_12_45,CBODD_12_30,C_NI_12_00)",4,74,65,87.84,0.000864983,0.005872965,
Water,"I(CKNN_12_30,CBODN_12_45,CKNN_12_00)",2,92,69,75,0.001166821,0.006401062,
Water,"I(CNON_12_15,CNON_12_00,CKNN_12_30)",4,32,9,28.13,0.000283003,0.006138086,
Water,"I(CBODD_12_15,C_NI_12_45,CBODN_12_15)",4,53,21,39.62,0.000455856,0.00606513,
Water,"I(CKND_12_15,C_NI_12_15,CKNI_12_00)",5,37,10,27.03,0.000313044,0.005996943,
Water,"I(CBODN_12_30,CKNN_12_15,CNOD_12_45)",3,55,42,76.36,0.000540018,0.005491018,
Water,"I(C_NI_12_00,C_NI_12_30,CNOD_12_00)",6,20,7,35,0.000181913,0.005832911,
Water,"I(CNON_12_45,CKND_12_15,CBODD_12_30)",4,74,58,78.38,0.00065589,0.00582695,
Water,"I(CNOD_12_45,CNON_12_00,CBODN_12_15)",2,68,47,69.12,0.000644922,0.005831957,
Water,"I(C_NI_12_30,CBODD_12_15,CNOD_12_45)",2,48,29,60.42,0.000436068,0.005515099,
Water,"I(CKNI_12_30,CKND_12_15,CNON_12_45)",2,36,25,69.44,0.000349998,0.005480051,
Water,"I(CBODD_12_15,CKNN_12_45,CKND_12_00)",4,68,39,57.35,0.000679016,0.006165981,
Water,"I(CNON_12_30,C_NI_12_45,CKNN_12_15)",2,48,23,47.92,0.00045085,0.006308079,
Water,"I(C_NI_12_15,C_NI_12_30,CNON_12_15)",5,18,6,33.33,0.00022912,0.005952835,
Water,"I(CKNN_12_15,CNON_12_15,CBODD_12_45)",2,39,19,48.72,0.000360012,0.0055089,
Water,"I(C_NI_12_00,CKNN_12_30,CNON_12_45)",2,16,8,50,0.000198126,0.005189896,
Water,"I(CBODD_12_00,CKND_12_45,CBODN_12_45)",2,19,12,63.16,0.000257015,0.005226135,
Water,"I(CKNN_12_00,C_NI_12_15,CBODN_12_30)",3,21,3,14.29,0.000188112,0.005661011,
Water,"I(CNOD_12_30,C_NI_12_00,CKNN_12_30)",2,50,27,54,0.000438213,0.005853891,
Water,"I(CNON_12_45,CNON_12_30,CNOD_12_15)",2,69,59,85.51,0.000803947,0.006009102,
Water,"I(CKND_12_00,CNOD_12_15,CNOD_12_00)",5,12,1,8.33,0.000163794,0.00585103,
Water,"I(CNOD_12_15,CNOD_12_45,CBODD_12_00)",2,76,64,84.21,0.001089811,0.006193161,
Water,"I(CKNI_12_30,CKNN_12_15,CNOD_12_30)",2,27,10,37.04,0.000255823,0.00580287,
Water,"I(CKNI_12_45,CKND_12_15,CNON_12_15)",4,37,15,40.54,0.000365973,0.005968094,
Water,"I(CNON_12_15,CNON_12_45,CNOD_12_30)",2,83,68,81.93,0.001118183,0.006211042,
Water,"I(CBODN_12_15,CNON_12_00,CKND_12_30)",4,24,6,25,0.000200987,0.005768061,
Water,"I(CBODD_12_30,CKND_12_45,CBODD_12_15)",2,76,56,73.68,0.000808001,0.006127834,
Water,"I(C_NI_12_30,CBODN_12_15,CBODN_12_30)",3,21,9,42.86,0.000211954,0.005773067,
Water,"I(CKNI_12_45,CBODD_12_45,CNOD_12_15)",2,87,59,67.82,0.001103878,0.006263018,
Water,"I(CKND_12_45,CKNI_12_15,CKNN_12_00)",5,48,27,56.25,0.00039196,0.005959988,
Water,"I(CBODD_12_00,CKND_12_45,CKND_12_15)",5,19,1,5.26,0.000260115,0.005689859,
Water,"I(CBODN_12_00,CKNN_12_30,CBODN_12_30)",2,18,6,33.33,0.000204086,0.005701065,
Water,"I(C_NI_12_15,C_NI_12_00,CNON_12_45)",2,8,4,50,0.000115156,0.005341053,
Water,"I(CKNI_12_45,CKND_12_00,C_NI_12_45)",6,28,8,28.57,0.000255108,0.006089926,
Water,"I(CNOD_12_00,CKNN_12_15,CNOD_12_30)",2,17,5,29.41,0.000166893,0.005753994,
Water,"I(CKNN_12_00,CBODN_12_15,CNON_12_30)",2,21,4,19.05,0.000226021,0.00586009,
Water,"I(CNON_12_30,CKNN_12_30,CBODN_12_15)",2,58,37,63.79,0.000569105,0.006350994,
Water,"I(CKNI_12_00,CBODN_12_30,CKND_12_45)",2,57,43,75.44,0.000605822,0.005956173,
Water,"I(C_NI_12_00,CKNI_12_00,CKNI_12_15)",6,16,4,25,0.000150919,0.005853891,
Water,"I(CNOD_12_45,CKND_12_15,CBODN_12_00)",3,68,54,79.41,0.000669003,0.005699873,
Water,"I(CKNI_12_30,CNON_12_30,CBODD_12_15)",4,27,9,33.33,0.000386,0.005836964,
Water,"I(CKNN_12_45,CNON_12_15,CNOD_12_30)",2,57,35,61.4,0.000543118,0.005897999,
Water,"I(CNON_12_45,CKNN_12_00,CBODD_12_00)",2,71,54,76.06,0.000641108,0.00559783,
,,,,,,0.049595833,0.597366095,1204.47%
