name,inaugurals,d-sep,timeAnY,dSepTime,i-sep,timeAnXYZ,iSepTime,saving,time-saving
Diabetes,0.0,1248733,1.2216708660125732,226.73782014846802,1232706,1.6704025268554688,228.1223247051239,1.0,-1.0
