name,test,inaugurals,d-sep,i-sep,saving
Barley,"I(sorttkv,bgbyg,keraks)",10,25,8,32.00
Barley,"I(partigerm,forfrugt,saakern)",28,17,1,5.88
Barley,"I(nedbarea,ngtilg,nmin)",18,88,59,67.05
Barley,"I(sorttkv,s2225,jordtype)",9,142,120,84.51
Barley,"I(jordtype,ngtilg,frspdag)",18,91,66,72.53
Barley,"I(saakern,forfrugt,srtprot)",28,18,5,27.78
Barley,"I(frspdag,jordinf,protein)",7,30,18,60.00
Barley,"I(sorttkv,nedbarea,antplnt)",26,25,5,20.00
Barley,"I(mod_nmin,exptgens,nedbarea)",25,56,21,37.50
Barley,"I(nmin,komm,aks_vgt)",11,47,29,61.70
Barley,"I(saakern,sort,mod_nmin)",25,18,5,27.78
Barley,"I(saakern,rokap,frspdag)",28,18,5,27.78
Barley,"I(saakern,rokap,dg25)",28,18,5,27.78
Barley,"I(sorttkv,pesticid,spndx)",8,25,12,48.00
Barley,"I(spndx,keraks,markgrm)",8,145,128,88.28
Barley,"I(dgv5980,rokap,antplnt)",26,12,2,16.67
Barley,"I(mod_nmin,protein,ngodnn)",7,149,130,87.25
Barley,"I(keraks,srtprot,ngtilg)",11,125,94,75.20
Barley,"I(ngodnt,rokap,antplnt)",21,55,23,41.82
Barley,"I(potnmin,dg25,srtprot)",28,43,6,13.95
Barley,"I(jordtype,ngodnt,s2225)",9,62,52,83.87
Barley,"I(potnmin,saamng,srtprot)",28,43,6,13.95
Barley,"I(nopt,sorttkv,ngodnt)",23,46,16,34.78
Barley,"I(dg25,bgbyg,pesticid)",27,71,22,30.99
Barley,"I(pesticid,ngtilg,bgbyg)",16,85,65,76.47
Barley,"I(tkvs,potnmin,slt22)",9,18,7,38.89
Barley,"I(mod_nmin,tkvs,bgbyg)",24,49,20,40.82
Barley,"I(ntilg,ngodnn,spndx)",8,96,79,82.29
Barley,"I(jordn,partigerm,dgv5980)",25,58,21,36.21
Barley,"I(pesticid,udb,partigerm)",10,142,120,84.51
Barley,"I(partigerm,potnmin,ngodnt)",23,17,1,5.88
Barley,"I(exptgens,sort,saatid)",28,45,7,15.56
Barley,"I(potnmin,aar_mod,spndx)",8,50,36,72.00
Barley,"I(aar_mod,exptgens,tkv)",10,58,38,65.52
Barley,"I(s2528,frspdag,mod_nmin)",9,134,102,76.12
Barley,"I(nprot,rokap,ksort)",8,70,55,78.57
Barley,"I(spndx,ngodnt,s2528)",7,136,119,87.50
Barley,"I(spndx,jordn,ngtilg)",8,137,116,84.67
Barley,"I(dg25,nmin,antplnt)",25,30,7,23.33
Barley,"I(tkvs,ngodnt,srtprot)",24,18,1,5.56
Barley,"I(partigerm,ntilg,dg25)",17,17,1,5.88
Barley,"I(aks_m2,jordinf,sorttkv)",12,117,91,77.78
Barley,"I(saatid,srtprot,saamng)",29,31,4,12.90
Barley,"I(frspdag,spndx,potnmin)",8,152,127,83.55
Barley,"I(komm,potnmin,ngodnt)",23,28,6,21.43
Barley,"I(jordn,aks_m2,antplnt)",12,127,106,83.46
Barley,"I(ngodnt,nplac,ksort)",9,62,44,70.97
Barley,"I(nopt,saakern,partigerm)",26,46,11,23.91
Barley,"I(keraks,protein,dg25)",7,152,130,85.53
Barley,"I(nopt,keraks,nmin)",11,143,111,77.62
Barley,"I(nopt,ntilg,s2225)",9,94,80,85.11
Barley,"I(ngodn,nprot,jordn)",18,75,56,74.67
Child,"I(ChestXray,LungFlow,LVHreport)",7,36,24,66.67
Child,"I(LungFlow,CO2,DuctFlow)",9,36,22,61.11
Child,"I(HypoxiaInO2,CO2,RUQO2)",7,41,27,65.85
Child,"I(Disease,CO2,LowerBodyO2)",5,35,28,80.00
Child,"I(ChestXray,RUQO2,HypoxiaInO2)",5,47,37,78.72
Child,"I(CO2Report,RUQO2,Sick)",7,46,33,71.74
Child,"I(LowerBodyO2,Age,BirthAsphyxia)",4,45,38,84.44
Child,"I(HypDistrib,Disease,HypoxiaInO2)",6,10,8,80.00
Child,"I(XrayReport,ChestXray,CardiacMixing)",7,2,2,100.00
Child,"I(HypoxiaInO2,LVHreport,Sick)",7,45,30,66.67
Child,"I(LungParench,CO2Report,LVHreport)",9,37,25,67.57
Child,"I(CardiacMixing,DuctFlow,LungFlow)",9,33,20,60.61
Child,"I(RUQO2,LungFlow,CardiacMixing)",7,37,28,75.68
Child,"I(BirthAsphyxia,CO2Report,Sick)",9,40,26,65.00
Child,"I(Grunting,RUQO2,ChestXray)",3,45,41,91.11
Child,"I(DuctFlow,Sick,ChestXray)",7,32,22,68.75
Child,"I(BirthAsphyxia,CO2,DuctFlow)",9,36,22,61.11
Child,"I(ChestXray,RUQO2,DuctFlow)",5,47,37,78.72
Child,"I(HypDistrib,CardiacMixing,Sick)",8,38,24,63.16
Child,"I(CO2Report,Grunting,Age)",6,38,28,73.68
Child,"I(LungFlow,Sick,HypoxiaInO2)",7,32,23,71.88
Child,"I(Grunting,CO2,LVH)",7,38,26,68.42
Child,"I(BirthAsphyxia,DuctFlow,Grunting)",7,32,22,68.75
Child,"I(ChestXray,LowerBodyO2,Disease)",3,49,46,93.88
Child,"I(LungFlow,CO2Report,LowerBodyO2)",5,40,33,82.50
Child,"I(Sick,DuctFlow,Disease)",9,32,20,62.50
Child,"I(LungParench,LVH,Grunting)",7,33,24,72.73
Child,"I(LVH,BirthAsphyxia,XrayReport)",7,24,15,62.50
Child,"I(GruntingReport,BirthAsphyxia,CO2)",7,30,19,63.33
Child,"I(ChestXray,XrayReport,Age)",6,38,32,84.21
Child,"I(GruntingReport,Sick,LVHreport)",7,41,28,68.29
Child,"I(DuctFlow,CO2Report,RUQO2)",7,41,30,73.17
Child,"I(LungFlow,LVH,GruntingReport)",7,33,21,63.64
Child,"I(Disease,LowerBodyO2,RUQO2)",5,45,38,84.44
Child,"I(LVH,LowerBodyO2,CardiacMixing)",5,47,40,85.11
Child,"I(LungParench,ChestXray,Sick)",7,34,27,79.41
Child,"I(GruntingReport,LungFlow,BirthAsphyxia)",7,38,27,71.05
Child,"I(GruntingReport,RUQO2,XrayReport)",3,46,42,91.30
Child,"I(CardiacMixing,LVHreport,Sick)",9,38,23,60.53
Child,"I(Disease,HypoxiaInO2,GruntingReport)",5,35,27,77.14
Child,"I(CardiacMixing,CO2Report,BirthAsphyxia)",9,42,26,61.90
Child,"I(LungFlow,RUQO2,CO2Report)",7,45,30,66.67
Child,"I(LungParench,LowerBodyO2,BirthAsphyxia)",5,46,39,84.78
Child,"I(CO2,ChestXray,GruntingReport)",5,35,30,85.71
Child,"I(RUQO2,LungFlow,LVHreport)",7,37,28,75.68
Child,"I(Grunting,BirthAsphyxia,LungParench)",7,29,18,62.07
Child,"I(RUQO2,GruntingReport,LVHreport)",5,46,41,89.13
Child,"I(LVH,HypDistrib,BirthAsphyxia)",8,36,26,72.22
Child,"I(LungParench,LungFlow,BirthAsphyxia)",9,33,21,63.64
Child,"I(Age,Disease,CO2)",8,6,4,66.67
Child,"I(Sick,CardiacMixing,Disease)",9,31,20,64.52
Child,"I(Sick,CO2,LVHreport)",9,38,22,57.89
Child,"I(BirthAsphyxia,GruntingReport,CO2)",7,39,27,69.23
Child,"I(Sick,CO2,DuctFlow)",9,38,22,57.89
Child,"I(CO2,HypoxiaInO2,Age)",6,39,30,76.92
Child,"I(RUQO2,DuctFlow,HypoxiaInO2)",7,38,28,73.68
Child,"I(ChestXray,Grunting,GruntingReport)",5,39,30,76.92
Child,"I(LVH,Sick,Age)",8,33,23,69.70
Child,"I(BirthAsphyxia,DuctFlow,Sick)",9,32,20,62.50
Child,"I(DuctFlow,HypoxiaInO2,LungParench)",7,39,25,64.10
Child,"I(RUQO2,GruntingReport,LungParench)",5,46,41,89.13
Child,"I(LungFlow,Grunting,RUQO2)",5,39,29,74.36
Child,"I(HypDistrib,BirthAsphyxia,LowerBodyO2)",5,28,22,78.57
Child,"I(BirthAsphyxia,Age,ChestXray)",6,26,20,76.92
Child,"I(Age,Sick,ChestXray)",6,33,25,75.76
Child,"I(XrayReport,HypoxiaInO2,Grunting)",3,42,36,85.71
Child,"I(LVH,DuctFlow,CardiacMixing)",9,32,21,65.63
Child,"I(LowerBodyO2,LVH,RUQO2)",5,41,34,82.93
Child,"I(LowerBodyO2,BirthAsphyxia,XrayReport)",3,33,29,87.88
Child,"I(GruntingReport,DuctFlow,CardiacMixing)",7,39,27,69.23
Child,"I(Grunting,Sick,BirthAsphyxia)",7,40,27,67.50
Child,"I(XrayReport,GruntingReport,Sick)",5,46,36,78.26
Child,"I(LVHreport,XrayReport,ChestXray)",7,41,32,78.05
Child,"I(LungParench,RUQO2,LowerBodyO2)",5,45,36,80.00
Child,"I(LungFlow,Disease,CardiacMixing)",9,4,2,50.00
Child,"I(Age,HypoxiaInO2,CO2Report)",6,42,28,66.67
Child,"I(ChestXray,XrayReport,GruntingReport)",5,38,33,86.84
Child,"I(ChestXray,Grunting,LowerBodyO2)",1,39,37,94.87
Child,"I(Disease,XrayReport,GruntingReport)",5,38,32,84.21
Child,"I(LVHreport,RUQO2,Grunting)",5,44,35,79.55
Child,"I(HypDistrib,LowerBodyO2,CO2)",5,48,40,83.33
Child,"I(ChestXray,BirthAsphyxia,Grunting)",5,28,23,82.14
Child,"I(XrayReport,Disease,LVH)",7,16,11,68.75
Child,"I(LungFlow,HypDistrib,LowerBodyO2)",5,39,30,76.92
Child,"I(CO2,RUQO2,XrayReport)",5,45,35,77.78
Child,"I(GruntingReport,Disease,CO2)",7,16,9,56.25
Child,"I(HypDistrib,HypoxiaInO2,CardiacMixing)",6,41,32,78.05
Child,"I(RUQO2,CO2Report,Disease)",7,41,32,78.05
Child,"I(HypDistrib,DuctFlow,XrayReport)",6,38,27,71.05
Child,"I(GruntingReport,CardiacMixing,CO2)",7,38,27,71.05
Child,"I(CO2,Sick,ChestXray)",7,35,25,71.43
Child,"I(BirthAsphyxia,XrayReport,CO2)",7,38,25,65.79
Child,"I(CO2Report,ChestXray,DuctFlow)",7,36,29,80.56
Child,"I(LowerBodyO2,LungFlow,BirthAsphyxia)",5,41,34,82.93
Child,"I(ChestXray,CO2Report,DuctFlow)",7,40,30,75.00
Child,"I(LungFlow,RUQO2,LVH)",7,45,30,66.67
Child,"I(LowerBodyO2,Age,LungParench)",4,45,38,84.44
Child,"I(ChestXray,Sick,CO2)",7,37,25,67.57
Child,"I(Disease,CardiacMixing,DuctFlow)",9,29,19,65.52
Child,"I(BirthAsphyxia,Grunting,Sick)",7,34,22,64.71
Hailfinder,"I(SatContMoist,Date,WindAloft)",22,19,1,5.26
Hailfinder,"I(MountainFcst,R5Fcst,CombClouds)",0,155,155,100.00
Hailfinder,"I(Boundaries,WindAloft,SubjVertMo)",12,55,38,69.09
Hailfinder,"I(LLIW,VISCloudCov,SubjVertMo)",22,5,1,20.00
Hailfinder,"I(ScenRel3_4,LatestCIN,OutflowFrMt)",13,45,36,80.00
Hailfinder,"I(CombVerMo,AMDewptCalPl,MeanRH)",20,24,7,29.17
Hailfinder,"I(RaoContMoist,AMCINInScen,AreaMeso_ALS)",19,19,1,5.26
Hailfinder,"I(VISCloudCov,ScenRelAMCIN,LowLLapse)",22,18,1,5.56
Hailfinder,"I(CombVerMo,LIfr12ZDENSd,WndHodograph)",20,24,7,29.17
Hailfinder,"I(QGVertMotion,VISCloudCov,MidLLapse)",22,21,1,4.76
Hailfinder,"I(SynForcng,CldShadeOth,R5Fcst)",0,44,44,100.00
Hailfinder,"I(RHRatio,InsChange,Boundaries)",8,44,36,81.82
Hailfinder,"I(LatestCIN,VISCloudCov,PlainsFcst)",2,5,3,60.00
Hailfinder,"I(RHRatio,CombMoisture,VISCloudCov)",21,44,36,81.82
Hailfinder,"I(CombVerMo,RaoContMoist,InsChange)",8,24,19,79.17
Hailfinder,"I(MountainFcst,AMInsWliScen,LLIW)",13,45,31,68.89
Hailfinder,"I(ScnRelPlFcst,MorningCIN,SfcWndShfDis)",22,44,36,81.82
Hailfinder,"I(AMCINInScen,ScenRel3_4,SfcWndShfDis)",21,43,41,95.35
Hailfinder,"I(Dewpoints,AreaMoDryAir,SatContMoist)",18,44,36,81.82
Hailfinder,"I(Dewpoints,TempDis,Date)",22,46,38,82.61
Hailfinder,"I(WindFieldPln,N34StarFcst,CombMoisture)",1,147,146,99.32
Hailfinder,"I(RHRatio,LatestCIN,SynForcng)",22,44,36,81.82
Hailfinder,"I(WindAloft,OutflowFrMt,CapInScen)",7,44,38,86.36
Hailfinder,"I(ScnRelPlFcst,LLIW,VISCloudCov)",22,44,36,81.82
Hailfinder,"I(ScenRelAMIns,LowLLapse,CapInScen)",7,46,40,86.96
Hailfinder,"I(SubjVertMo,LLIW,AMCINInScen)",21,21,1,4.76
Hailfinder,"I(AMDewptCalPl,ScenRelAMCIN,TempDis)",22,6,1,16.67
Hailfinder,"I(WindFieldMt,ScnRelPlFcst,InsChange)",8,46,38,82.61
Hailfinder,"I(WindAloft,R5Fcst,AMInstabMt)",0,152,152,100.00
Hailfinder,"I(AMInstabMt,WindAloft,SatContMoist)",22,17,1,5.88
Hailfinder,"I(CombMoisture,N34StarFcst,CldShadeConv)",1,141,140,99.29
Hailfinder,"I(WndHodograph,TempDis,LoLevMoistAd)",22,14,1,7.14
Hailfinder,"I(N0_7muVerMo,N34StarFcst,ScenRelAMIns)",1,146,145,99.32
Hailfinder,"I(CapChange,SubjVertMo,PlainsFcst)",2,62,59,95.16
Hailfinder,"I(WindAloft,WindFieldMt,CombMoisture)",21,46,38,82.61
Hailfinder,"I(LLIW,SfcWndShfDis,WindFieldMt)",22,5,1,20.00
Hailfinder,"I(MorningCIN,LowLLapse,LatestCIN)",22,6,1,16.67
Hailfinder,"I(WindFieldPln,R5Fcst,RaoContMoist)",0,152,152,100.00
Hailfinder,"I(IRCloudCover,LIfr12ZDENSd,AreaMoDryAir)",18,18,1,5.56
Hailfinder,"I(AMInsWliScen,WindFieldPln,CapChange)",8,50,42,84.00
Hailfinder,"I(LatestCIN,IRCloudCover,LIfr12ZDENSd)",22,5,1,20.00
Hailfinder,"I(MorningCIN,SynForcng,ScnRelPlFcst)",22,6,1,16.67
Hailfinder,"I(TempDis,AMInstabMt,CombVerMo)",20,44,36,81.82
Hailfinder,"I(Dewpoints,ScnRelPlFcst,WindAloft)",22,46,38,82.61
Hailfinder,"I(MorningCIN,WindAloft,MidLLapse)",22,6,1,16.67
Hailfinder,"I(TempDis,QGVertMotion,AreaMoDryAir)",18,44,36,81.82
Hailfinder,"I(Boundaries,R5Fcst,N34StarFcst)",0,154,154,100.00
Hailfinder,"I(QGVertMotion,PlainsFcst,WndHodograph)",2,139,134,96.40
Hailfinder,"I(LIfr12ZDENSd,CldShadeConv,OutflowFrMt)",12,6,1,16.67
Hailfinder,"I(WndHodograph,AMCINInScen,RaoContMoist)",21,14,1,7.14
Hailfinder,"I(SfcWndShfDis,R5Fcst,MorningBound)",0,152,152,100.00
Hailfinder,"I(CapInScen,LIfr12ZDENSd,AMInstabMt)",7,94,85,90.43
Hailfinder,"I(AMCINInScen,Date,N34StarFcst)",1,30,29,96.67
Hailfinder,"I(OutflowFrMt,CurPropConv,AreaMoDryAir)",12,47,34,72.34
Hailfinder,"I(SatContMoist,MountainFcst,CldShadeOth)",14,57,43,75.44
Hailfinder,"I(PlainsFcst,InsInMt,RaoContMoist)",2,119,115,96.64
Hailfinder,"I(SfcWndShfDis,MvmtFeatures,VISCloudCov)",22,46,38,82.61
Hailfinder,"I(AMDewptCalPl,Date,MorningCIN)",22,6,1,16.67
Hailfinder,"I(AMInsWliScen,MorningBound,ScenRel3_4)",21,48,40,83.33
Hailfinder,"I(InsSclInScen,CurPropConv,WindAloft)",5,101,85,84.16
Hailfinder,"I(CldShadeConv,CombMoisture,ScenRel3_4)",13,42,28,66.67
Hailfinder,"I(AMInsWliScen,CombMoisture,CapChange)",8,48,40,83.33
Hailfinder,"I(VISCloudCov,CldShadeConv,LLIW)",13,60,47,78.33
Hailfinder,"I(OutflowFrMt,LatestCIN,AMCINInScen)",12,47,34,72.34
Hailfinder,"I(RaoContMoist,WndHodograph,RHRatio)",22,19,1,5.26
Hailfinder,"I(AMDewptCalPl,CapInScen,CldShadeOth)",7,6,1,16.67
Hailfinder,"I(Dewpoints,LLIW,LatestCIN)",22,44,36,81.82
Hailfinder,"I(CombVerMo,WindAloft,Dewpoints)",20,24,7,29.17
Hailfinder,"I(LowLLapse,Dewpoints,WindAloft)",22,46,38,82.61
Hailfinder,"I(CapChange,N34StarFcst,CldShadeConv)",1,150,149,99.33
Hailfinder,"I(CompPlFcst,VISCloudCov,WindFieldPln)",9,61,49,80.33
Hailfinder,"I(SubjVertMo,AMInsWliScen,WndHodograph)",21,21,1,4.76
Hailfinder,"I(SatContMoist,N0_7muVerMo,CldShadeConv)",13,19,7,36.84
Hailfinder,"I(ScenRelAMIns,LatestCIN,CombClouds)",21,44,36,81.82
Hailfinder,"I(RaoContMoist,Boundaries,MorningCIN)",12,63,54,85.71
Hailfinder,"I(RaoContMoist,AMCINInScen,CldShadeConv)",12,19,7,36.84
Hailfinder,"I(SatContMoist,WindFieldMt,CldShadeOth)",16,19,4,21.05
Hailfinder,"I(MountainFcst,LIfr12ZDENSd,ScenRelAMCIN)",14,45,31,68.89
Hailfinder,"I(N0_7muVerMo,LatestCIN,MountainFcst)",14,21,7,33.33
Hailfinder,"I(IRCloudCover,WindAloft,SubjVertMo)",22,18,1,5.56
Hailfinder,"I(AreaMeso_ALS,ScenRel3_4,Date)",20,25,8,32.00
Hailfinder,"I(R5Fcst,CombVerMo,QGVertMotion)",0,118,118,100.00
Hailfinder,"I(ScnRelPlFcst,PlainsFcst,LoLevMoistAd)",2,143,140,97.90
Hailfinder,"I(RHRatio,LIfr12ZDENSd,ScenRel3_4)",22,44,36,81.82
Hailfinder,"I(Date,SfcWndShfDis,MeanRH)",22,45,37,82.22
Hailfinder,"I(CompPlFcst,MorningBound,ScenRelAMCIN)",9,60,46,76.67
Hailfinder,"I(ScenRelAMIns,LatestCIN,CapChange)",9,44,36,81.82
Hailfinder,"I(CapInScen,SatContMoist,AreaMoDryAir)",7,94,85,90.43
Hailfinder,"I(InsChange,WindAloft,N0_7muVerMo)",8,64,55,85.94
Hailfinder,"I(CapChange,CombMoisture,MountainFcst)",9,58,45,77.59
Hailfinder,"I(SynForcng,MvmtFeatures,R5Fcst)",0,46,46,100.00
Hailfinder,"I(CldShadeOth,CombMoisture,IRCloudCover)",16,36,19,52.78
Hailfinder,"I(IRCloudCover,LLIW,PlainsFcst)",2,18,15,83.33
Hailfinder,"I(ScenRel3_4,N0_7muVerMo,MorningBound)",22,45,36,80.00
Hailfinder,"I(SubjVertMo,InsChange,MountainFcst)",8,71,66,92.96
Hailfinder,"I(IRCloudCover,OutflowFrMt,SfcWndShfDis)",13,60,46,76.67
Hailfinder,"I(MvmtFeatures,CurPropConv,WindFieldMt)",21,44,36,81.82
Hailfinder,"I(LLIW,LIfr12ZDENSd,LatestCIN)",22,5,1,20.00
Hailfinder,"I(InsSclInScen,R5Fcst,RHRatio)",0,159,159,100.00
Hailfinder,"I(LatestCIN,PlainsFcst,CldShadeOth)",2,140,137,97.86
Insurance,"I(Mileage,ThisCarDam,DrivHist)",11,75,53,70.67
Insurance,"I(DrivQuality,Theft,OtherCarCost)",8,71,54,76.06
Insurance,"I(CarValue,Antilock,RuggedAuto)",17,62,23,37.10
Insurance,"I(SeniorTrain,GoodStudent,RiskAversion)",20,44,13,29.55
Insurance,"I(ILiCost,HomeBase,SocioEcon)",13,69,39,56.52
Insurance,"I(AntiTheft,SocioEcon,Mileage)",21,45,10,22.22
Insurance,"I(Theft,CarValue,RuggedAuto)",15,53,38,71.70
Insurance,"I(Accident,MedCost,HomeBase)",9,79,58,73.42
Insurance,"I(DrivHist,CarValue,Antilock)",15,66,35,53.03
Insurance,"I(Accident,OtherCarCost,Cushioning)",10,78,51,65.38
Insurance,"I(Antilock,OtherCar,ThisCarCost)",7,52,38,73.08
Insurance,"I(ILiCost,Accident,PropCost)",5,2,2,100.00
Insurance,"I(ThisCarDam,RuggedAuto,Age)",12,70,42,60.00
Insurance,"I(DrivingSkill,Antilock,VehicleYear)",17,65,26,40.00
Insurance,"I(ILiCost,VehicleYear,MedCost)",10,67,46,68.66
Insurance,"I(GoodStudent,OtherCarCost,Antilock)",11,76,51,67.11
Insurance,"I(ThisCarCost,ThisCarDam,OtherCarCost)",6,81,68,83.95
Insurance,"I(AntiTheft,Age,VehicleYear)",20,36,11,30.56
Insurance,"I(ThisCarDam,Theft,RiskAversion)",8,80,61,76.25
Insurance,"I(HomeBase,OtherCarCost,AntiTheft)",10,79,56,70.89
Insurance,"I(VehicleYear,ILiCost,Accident)",14,67,44,65.67
Insurance,"I(Mileage,PropCost,OtherCarCost)",5,87,76,87.36
Insurance,"I(HomeBase,Airbag,ILiCost)",12,66,38,57.58
Insurance,"I(HomeBase,DrivQuality,Mileage)",18,58,25,43.10
