name,inaugurals,d-sep,timeAnY,dSepTime,i-sep,timeAnXYZ,iSepTime,saving,time-saving
Diabetes,0.0,120055,0.10003185272216797,21.662681341171265,118996,0.1668248176574707,21.841735363006592,1.0,-1.0
