name,inaugurals,d-sep,timeAnY,dSepTime,i-sep,timeAnXYZ,iSepTime,saving,time-saving
Munin,0.0,1668194,1.8514950275421143,608.6181042194366,1580952,3.92510986328125,631.472265958786,5.0,-4.0
