name,inaugurals,d-sep,timeAnY,dSepTime,i-sep,timeAnXYZ,iSepTime,saving,time-saving
Munin,0.0,871742,0.9493346214294434,328.74506402015686,826651,1.9409666061401367,340.020147562027,5.0,-3.0
