name,inaugurals,d-sep,timeAnY,dSepTime,i-sep,timeAnXYZ,iSepTime,saving,time-saving
Diabetes,0.0,24169,0.023557424545288086,5.037836074829102,23957,0.03874373435974121,5.025082349777222,1.0,0.0
