name,inaugurals,d-sep,timeAnY,dSepTime,i-sep,timeAnXYZ,iSepTime,saving,time-saving
Munin,0.0,35800,0.03405642509460449,13.357828140258789,34707,0.07526159286499023,13.617841243743896,3.0,-2.0
