name,inaugurals,d-sep,timeAnY,dSepTime,i-sep,timeAnXYZ,iSepTime,saving,time-saving
Diabetes,0.0,13101,0.010308980941772461,2.3450071811676025,12922,0.016901493072509766,2.3657631874084473,1.0,-1.0
