name,inaugurals,d-sep,timeAnY,dSepTime,i-sep,timeAnXYZ,iSepTime,saving,time-saving
Munin,0.0,185510,0.20177578926086426,69.94844388961792,177267,0.36579084396362305,72.16487836837769,4.0,-3.0
