name,inaugurals,d-sep,timeAnY,dSepTime,i-sep,timeAnXYZ,iSepTime,%% check saving,%% time saving
Andes,0.0,206778,0.2155313491821289,22.393209218978882,191581,0.41127562522888184,23.26635241508484,7.0,-4.0
Link,0.0,586390,0.5962913036346436,175.2452895641327,536663,1.356133222579956,184.48958158493042,8.0,-5.0
Pathfinder,0.0,75184,0.06217765808105469,5.5801355838775635,61400,0.16693615913391113,7.32648777961731,18.0,-31.0
Pigs,0.0,228821,0.2939896583557129,36.694597482681274,191231,0.665938138961792,38.976507902145386,16.0,-6.0
