name,inaugurals,d-sep,timeAnY,dSepTime,i-sep,timeAnXYZ,iSepTime,saving,time-saving
Diabetes,0.0,592366,0.46851062774658203,99.45575261116028,585348,0.752103328704834,100.41581845283508,1.0,-1.0
