name,inaugurals,d-sep,timeAnY,dSepTime,i-sep,timeAnXYZ,iSepTime,saving,time-saving
Munin,0.0,12588,0.011185169219970703,3.985941171646118,7535,0.02276897430419922,3.8186533451080322,40.0,4.0
