name,inaugurals,d-sep,timeAnY,dSepTime,i-sep,timeAnXYZ,iSepTime,saving,time-saving
Diabetes,0.0,62372,0.06700325012207031,11.506742715835571,62021,0.08437895774841309,11.584367990493774,1.0,-1.0
