name,inaugurals,d-sep,timeAnY,dSepTime,i-sep,timeAnXYZ,iSepTime,saving,time-saving
Munin,0.0,73342,0.07724595069885254,27.133846521377563,66736,0.17115020751953125,28.53375005722046,9.0,-5.0
